,Scrapedate,ranking,Country_Other,Total_Case,New_Cases,Total_Death,New_Deaths,Total_Recovered,New_Recovered,Active_cases,Serious_Critical,Tot_Cases_1M_pop,Deaths_1M_pop,Total_Tests,Tests_1m_pop,Population
0,2021-03-24,,"

",721,,15.0,,706.0,,0.0,0.0,,,,,
1,2021-03-24,,"
Africa
",4168936,10961.0,111074.0,329.0,3725951.0,8697.0,331911.0,2742.0,,,,,
2,2021-03-24,,"
Asia
",27367776,145539.0,419697.0,1129.0,25356774.0,91600.0,1591305.0,24193.0,,,,,
3,2021-03-24,,"
Oceania
",54948,381.0,1120.0,3.0,34482.0,7.0,19346.0,7.0,,,,,
4,2021-03-24,,"
South America
",20352376,131205.0,526837.0,2823.0,18169578.0,117650.0,1655961.0,19872.0,,,,,
375,2021-03-25,177.0,New Zealand,2479,3.0,26.0,,2379.0,,74.0,,496.0,5.0,1875086.0,374860.0,5002100.0
376,2021-03-25,155.0,Nicaragua,6629,,177.0,,4225.0,,2227.0,,992.0,26.0,,,6682209.0
377,2021-03-25,160.0,Niger,4972,8.0,185.0,,4578.0,9.0,209.0,1.0,200.0,7.0,87905.0,3539.0,24840258.0
378,2021-03-25,73.0,Nigeria,162388,113.0,2039.0,3.0,149986.0,104.0,10363.0,10.0,774.0,10.0,1727467.0,8232.0,209854703.0
379,2021-03-25,81.0,North Macedonia,124910,1419.0,3607.0,33.0,103831.0,457.0,17472.0,124.0,59957.0,1731.0,607956.0,291822.0,2083311.0
380,2021-03-25,88.0,Norway,92007,1072.0,656.0,,74332.0,,17019.0,45.0,16875.0,120.0,4464591.0,818845.0,5452305.0
381,2021-03-25,77.0,Oman,153838,,1650.0,,140766.0,,11422.0,128.0,29578.0,317.0,1550000.0,298018.0,5201034.0
382,2021-03-25,31.0,Pakistan,645356,4368.0,14091.0,63.0,591145.0,2170.0,40120.0,2758.0,2881.0,63.0,9976791.0,44535.0,224019136.0
383,2021-03-25,58.0,Palestine,233549,1511.0,2537.0,16.0,206914.0,1625.0,24098.0,205.0,45020.0,489.0,1509574.0,290990.0,5187709.0
384,2021-03-25,44.0,Panama,353017,438.0,6087.0,14.0,341900.0,424.0,5030.0,105.0,80886.0,1395.0,2114048.0,484388.0,4364367.0
385,2021-03-25,161.0,Papua New Guinea,4660,560.0,39.0,,846.0,,3775.0,,514.0,4.0,63700.0,7023.0,9070604.0
386,2021-03-25,66.0,Paraguay,204704,2004.0,3958.0,48.0,167603.0,1601.0,33143.0,420.0,28444.0,550.0,881127.0,122436.0,7196618.0
387,2021-03-25,19.0,Peru,1500465,,50831.0,,1414106.0,,35528.0,2276.0,45049.0,1526.0,8950031.0,268709.0,33307537.0
388,2021-03-25,30.0,Philippines,702856,9838.0,13149.0,54.0,580689.0,663.0,109018.0,785.0,6352.0,119.0,9938136.0,89818.0,110647325.0
389,2021-03-25,14.0,Poland,2189966,35143.0,51305.0,443.0,1747223.0,24367.0,391438.0,2730.0,57911.0,1357.0,11610747.0,307032.0,37816127.0
390,2021-03-25,28.0,Portugal,819698,488.0,16819.0,5.0,771339.0,891.0,31540.0,155.0,80561.0,1653.0,8949804.0,879602.0,10174830.0
391,2021-03-25,72.0,Qatar,176521,602.0,282.0,1.0,162173.0,358.0,14066.0,244.0,62868.0,100.0,1701019.0,605818.0,2807805.0
392,2021-03-25,131.0,Réunion,15561,,102.0,,14064.0,,1395.0,57.0,17290.0,113.0,98785.0,109762.0,899996.0
393,2021-03-25,24.0,Romania,926310,6516.0,22835.0,116.0,830270.0,5062.0,73205.0,1364.0,48389.0,1193.0,7163451.0,374205.0,19143121.0
394,2021-03-25,4.0,Russia,4501859,9167.0,97017.0,405.0,4120161.0,10880.0,284681.0,2300.0,30839.0,665.0,118800000.0,813808.0,145980454.0
395,2021-03-25,121.0,Rwanda,21309,99.0,300.0,2.0,19657.0,117.0,1352.0,6.0,1616.0,23.0,1106907.0,83948.0,13185681.0
396,2021-03-25,85.0,S. Korea,100770,494.0,1716.0,7.0,92630.0,562.0,6424.0,111.0,1964.0,33.0,7529403.0,146767.0,51301609.0
397,2021-03-25,209.0,Saint Kitts and Nevis,44,,,,42.0,,2.0,,823.0,,10591.0,198055.0,53475.0
398,2021-03-25,165.0,Saint Lucia,4191,19.0,58.0,,4099.0,14.0,34.0,1.0,22747.0,315.0,35288.0,191530.0,184243.0
399,2021-03-25,185.0,Saint Martin,1619,,12.0,,1399.0,,208.0,7.0,41357.0,307.0,23812.0,608271.0,39147.0
400,2021-03-25,212.0,Saint Pierre Miquelon,24,,,,24.0,,0.0,,4157.0,,3729.0,645938.0,5773.0
401,2021-03-25,219.0,Samoa,3,,,,2.0,,1.0,,15.0,,,,199381.0
402,2021-03-25,162.0,San Marino,4547,63.0,84.0,2.0,3947.0,33.0,516.0,8.0,133802.0,2472.0,51503.0,1515552.0,33983.0
403,2021-03-25,180.0,Sao Tome and Principe,2196,19.0,34.0,,2041.0,15.0,121.0,,9886.0,153.0,11592.0,52186.0,222127.0
404,2021-03-25,42.0,Saudi Arabia,387292,510.0,6637.0,7.0,376203.0,372.0,4452.0,622.0,11000.0,188.0,14812806.0,420701.0,35209826.0
405,2021-03-25,109.0,Senegal,38354,99.0,1031.0,3.0,36107.0,296.0,1216.0,28.0,2248.0,60.0,432289.0,25333.0,17064529.0
406,2021-03-25,36.0,Serbia,577120,5225.0,5114.0,39.0,484455.0,4055.0,87551.0,241.0,66248.0,587.0,3348198.0,384344.0,8711461.0
407,2021-03-25,167.0,Seychelles,3996,114.0,20.0,2.0,3318.0,,658.0,,40448.0,202.0,5200.0,52635.0,98793.0
408,2021-03-25,168.0,Sierra Leone,3962,9.0,79.0,,2800.0,2.0,1083.0,,489.0,10.0,116448.0,14385.0,8095190.0
409,2021-03-25,101.0,Singapore,60265,12.0,30.0,,60103.0,17.0,132.0,,10242.0,5.0,8307697.0,1411899.0,5884058.0
410,2021-03-25,181.0,Sint Maarten,2118,,27.0,,2064.0,,27.0,1.0,48991.0,625.0,23608.0,546077.0,43232.0
411,2021-03-25,43.0,Slovakia,355454,1272.0,9373.0,60.0,255300.0,,90781.0,653.0,65083.0,1716.0,2310054.0,422964.0,5461586.0
412,2021-03-25,65.0,Slovenia,210785,1032.0,4008.0,10.0,195000.0,762.0,11777.0,109.0,101380.0,1928.0,1034094.0,497364.0,2079148.0
413,2021-03-25,215.0,Solomon Islands,18,,,,16.0,,2.0,,26.0,,4500.0,6437.0,699134.0
414,2021-03-25,140.0,Somalia,10664,,471.0,,4634.0,,5559.0,,658.0,29.0,,,16215158.0
415,2021-03-25,17.0,South Africa,1543079,1516.0,52602.0,67.0,1469565.0,2311.0,20912.0,546.0,25780.0,879.0,9752061.0,162927.0,59855524.0
416,2021-03-25,141.0,South Sudan,10048,,108.0,,9330.0,,610.0,1.0,890.0,10.0,128368.0,11370.0,11289734.0
417,2021-03-25,8.0,Spain,3255324,7586.0,75010.0,590.0,3016247.0,8624.0,164067.0,1830.0,69606.0,1604.0,41884958.0,895588.0,46768089.0
418,2021-03-25,89.0,Sri Lanka,91561,272.0,557.0,3.0,88145.0,264.0,2859.0,,4263.0,26.0,2352000.0,109502.0,21479141.0
419,2021-03-25,193.0,St. Barth,775,,1.0,,462.0,,312.0,,78291.0,101.0,21651.0,2187191.0,9899.0
420,2021-03-25,184.0,St. Vincent Grenadines,1721,6.0,10.0,,1577.0,42.0,134.0,2.0,15477.0,90.0,40616.0,365255.0,111199.0
421,2021-03-25,113.0,Sudan,29661,,2028.0,,23990.0,,3643.0,,665.0,45.0,231694.0,5196.0,44594229.0
422,2021-03-25,147.0,Suriname,9088,3.0,177.0,,8575.0,2.0,336.0,2.0,15391.0,300.0,44378.0,75156.0,590482.0
423,2021-03-25,29.0,Sweden,780018,,13402.0,37.0,,,,284.0,76884.0,1321.0,6627544.0,653253.0,10145443.0
424,2021-03-25,33.0,Switzerland,592217,2053.0,10298.0,14.0,542535.0,1327.0,39384.0,159.0,68063.0,1184.0,5851917.0,672556.0,8701013.0
425,2021-03-25,126.0,Syria,18201,155.0,1216.0,10.0,12142.0,120.0,4843.0,,1022.0,68.0,,,17809863.0
426,2021-03-25,189.0,Taiwan,1013,1.0,10.0,,973.0,2.0,30.0,,42.0,4.0,459223.0,19256.0,23848441.0
427,2021-03-25,132.0,Tajikistan,13308,,90.0,,13218.0,,0.0,,1373.0,9.0,,,9693589.0
428,2021-03-25,196.0,Tanzania,509,,21.0,,183.0,,305.0,7.0,8.0,3.0,,,60969196.0
429,2021-03-25,116.0,Thailand,28577,134.0,92.0,,27032.0,86.0,1453.0,1.0,409.0,1.0,8074112.0,115462.0,69928605.0
430,2021-03-25,198.0,Timor-Leste,452,58.0,,,154.0,17.0,298.0,,338.0,,38883.0,29088.0,1336755.0
431,2021-03-25,145.0,Togo,9676,170.0,107.0,,7567.0,101.0,2002.0,,1149.0,13.0,267873.0,31814.0,8419903.0
432,2021-03-25,149.0,Trinidad and Tobago,7939,15.0,141.0,,7581.0,5.0,217.0,12.0,5659.0,101.0,108872.0,77610.0,1402815.0
433,2021-03-25,56.0,Tunisia,248782,745.0,8684.0,21.0,214916.0,509.0,25182.0,284.0,20890.0,729.0,1083961.0,91019.0,11909140.0
434,2021-03-25,9.0,Turkey,3149094,29081.0,30772.0,153.0,2921037.0,20208.0,197285.0,1810.0,37047.0,362.0,37433913.0,440382.0,85003274.0
435,2021-03-25,178.0,Turks and Caicos,2318,3.0,17.0,,2187.0,4.0,114.0,3.0,59284.0,435.0,23663.0,605192.0,39100.0
436,2021-03-25,41.0,UAE,450765,2128.0,1472.0,6.0,434035.0,2262.0,15258.0,,45177.0,148.0,36484412.0,3656555.0,9977810.0
437,2021-03-25,107.0,Uganda,40751,17.0,335.0,1.0,40379.0,25232.0,37.0,,871.0,7.0,927238.0,19818.0,46787940.0
438,2021-03-25,6.0,UK,4325315,6187.0,126515.0,70.0,3768434.0,20392.0,430366.0,630.0,63470.0,1856.0,121517399.0,1783150.0,68147613.0
439,2021-03-25,16.0,Ukraine,1614707,18132.0,31461.0,326.0,1290158.0,7138.0,293088.0,177.0,37085.0,723.0,7889544.0,181201.0,43540188.0
440,2021-03-25,87.0,Uruguay,92343,1793.0,875.0,19.0,74339.0,1420.0,17129.0,248.0,26516.0,251.0,1295454.0,371982.0,3482568.0
441,2021-03-25,1.0,USA,30852900,76844.0,561139.0,1286.0,23274400.0,78191.0,7017361.0,8610.0,92811.0,1688.0,397121940.0,1194617.0,332426183.0
442,2021-03-25,95.0,Uzbekistan,81960,144.0,624.0,,80248.0,105.0,1088.0,23.0,2423.0,18.0,1377915.0,40738.0,33823620.0
443,2021-03-25,220.0,Vanuatu,3,,,,1.0,,2.0,,10.0,,470.0,1505.0,312367.0
444,2021-03-25,211.0,Vatican City,27,,,,15.0,,12.0,,33666.0,,,,802.0
445,2021-03-25,76.0,Venezuela,154165,,1532.0,,142909.0,,9724.0,162.0,5433.0,54.0,3102996.0,109350.0,28376650.0
446,2021-03-25,176.0,Vietnam,2586,7.0,35.0,,2265.0,,286.0,,26.0,4.0,2598753.0,26523.0,97980062.0
447,2021-03-25,199.0,Wallis and Futuna,358,6.0,4.0,1.0,44.0,26.0,310.0,3.0,32273.0,361.0,1331.0,119986.0,11093.0
448,2021-03-25,216.0,Western Sahara,10,,1.0,,8.0,,1.0,,16.0,2.0,,,608019.0
449,2021-03-25,169.0,Yemen,3900,84.0,820.0,10.0,1588.0,8.0,1492.0,23.0,129.0,27.0,20872.0,689.0,30304252.0
450,2021-03-25,94.0,Zambia,87583,265.0,1194.0,3.0,84018.0,123.0,2371.0,111.0,4669.0,64.0,1224620.0,65286.0,18757749.0
451,2021-03-25,111.0,Zimbabwe,36805,27.0,1518.0,,34572.0,17.0,715.0,13.0,2450.0,101.0,372334.0,24788.0,15021008.0
452,2021-03-26,,"

",721,,15.0,,706.0,,0.0,0.0,,,,,
453,2021-03-26,,"
Africa
",4199555,11304.0,111794.0,224.0,3773075.0,35074.0,314686.0,2712.0,,,,,
454,2021-03-26,,"
Asia
",27678815,156218.0,421914.0,1101.0,25552044.0,95332.0,1704857.0,24516.0,,,,,
455,2021-03-26,,"
Oceania
",55559,582.0,1121.0,1.0,34520.0,32.0,19918.0,5.0,,,,,
456,2021-03-26,,"
South America
",20605064,117926.0,534243.0,4075.0,18356783.0,74612.0,1714038.0,19991.0,,,,,
457,2021-03-26,102.0,Afghanistan,56290,36.0,2469.0,,49994.0,57.0,3827.0,1105.0,1423.0,62.0,339269.0,8575.0,39566530.0
458,2021-03-26,82.0,Albania,123216,449.0,2192.0,8.0,88349.0,589.0,32675.0,46.0,42850.0,762.0,540845.0,188088.0,2875486.0
459,2021-03-26,83.0,Algeria,116657,114.0,3074.0,3.0,81160.0,95.0,32423.0,17.0,2626.0,69.0,230658.0,5192.0,44428663.0
460,2021-03-26,136.0,Andorra,11732,45.0,114.0,,11149.0,38.0,469.0,12.0,151662.0,1474.0,193595.0,2502650.0,77356.0
461,2021-03-26,120.0,Angola,21961,47.0,532.0,,20250.0,60.0,1179.0,18.0,653.0,16.0,414168.0,12324.0,33607400.0
462,2021-03-26,213.0,Anguilla,22,,,,20.0,,2.0,,1457.0,,11052.0,731872.0,15101.0
463,2021-03-26,188.0,Antigua and Barbuda,1103,3.0,28.0,,748.0,5.0,327.0,45.0,11195.0,284.0,16315.0,165596.0,98523.0
464,2021-03-26,12.0,Argentina,2291051,12936.0,55235.0,143.0,2064479.0,8007.0,171337.0,3508.0,50353.0,1214.0,8605895.0,189143.0,45499515.0
465,2021-03-26,70.0,Armenia,188446,1005.0,3434.0,18.0,170160.0,433.0,14852.0,,63507.0,1157.0,828159.0,279094.0,2967311.0
466,2021-03-26,146.0,Aruba,9142,69.0,82.0,,8401.0,28.0,659.0,8.0,85360.0,766.0,122386.0,1142737.0,107099.0
467,2021-03-26,114.0,Australia,29238,10.0,909.0,,26263.0,6.0,2066.0,,1137.0,35.0,15365871.0,597514.0,25716344.0
468,2021-03-26,37.0,Austria,530288,3895.0,9200.0,22.0,486088.0,2628.0,35000.0,463.0,58634.0,1017.0,6568554.0,726281.0,9044089.0
469,2021-03-26,53.0,Azerbaijan,252680,1759.0,3445.0,24.0,234893.0,511.0,14342.0,,24758.0,338.0,2816784.0,275990.0,10206114.0
470,2021-03-26,148.0,Bahamas,8935,,188.0,,7757.0,,990.0,3.0,22563.0,475.0,73721.0,186166.0,395996.0
471,2021-03-26,79.0,Bahrain,139953,829.0,512.0,4.0,131594.0,479.0,7847.0,47.0,80231.0,294.0,3499615.0,2006230.0,1744374.0
472,2021-03-26,34.0,Bangladesh,588132,3737.0,8830.0,33.0,531651.0,2057.0,47651.0,,3545.0,53.0,4542030.0,27380.0,165890647.0
473,2021-03-26,172.0,Barbados,3603,10.0,41.0,1.0,3419.0,15.0,143.0,,12526.0,143.0,138967.0,483138.0,287634.0
474,2021-03-26,48.0,Belarus,316418,1425.0,2202.0,9.0,307004.0,1444.0,7212.0,,33494.0,233.0,5291538.0,560127.0,9447038.0
475,2021-03-26,25.0,Belgium,854608,5518.0,22816.0,30.0,56170.0,242.0,775622.0,636.0,73504.0,1962.0,10772328.0,926521.0,11626638.0
476,2021-03-26,135.0,Belize,12415,4.0,317.0,,12061.0,9.0,37.0,1.0,30815.0,787.0,96854.0,240396.0,402893.0
477,2021-03-26,152.0,Benin,7100,,90.0,,6452.0,,558.0,35.0,575.0,7.0,548484.0,44397.0,12353940.0
478,2021-03-26,190.0,Bermuda,914,34.0,12.0,,718.0,,184.0,,14716.0,193.0,191467.0,3082758.0,62109.0
479,2021-03-26,192.0,Bhutan,870,,1.0,,867.0,,2.0,,1119.0,1.0,586497.0,754021.0,777826.0
480,2021-03-26,51.0,Bolivia,267833,774.0,12131.0,24.0,216057.0,1069.0,39645.0,71.0,22718.0,1029.0,872730.0,74027.0,11789409.0
481,2021-03-26,74.0,Bosnia and Herzegovina,162032,1869.0,6220.0,76.0,128241.0,442.0,27571.0,,49615.0,1905.0,769406.0,235596.0,3265783.0
482,2021-03-26,108.0,Botswana,38466,,506.0,,33903.0,,4057.0,1.0,16120.0,212.0,910730.0,381661.0,2386229.0
483,2021-03-26,2.0,Brazil,12407323,82558.0,307326.0,3600.0,10824095.0,51546.0,1275902.0,8318.0,58069.0,1438.0,28600000.0,133853.0,213666996.0
484,2021-03-26,203.0,British Virgin Islands,153,,1.0,,131.0,,21.0,,5036.0,33.0,13223.0,435268.0,30379.0
485,2021-03-26,200.0,Brunei ,206,,3.0,,188.0,,15.0,,468.0,7.0,112060.0,254366.0,440546.0
486,2021-03-26,46.0,Bulgaria,325233,4129.0,12601.0,89.0,247451.0,2979.0,65181.0,751.0,47068.0,1824.0,2042578.0,295602.0,6909888.0
487,2021-03-26,134.0,Burkina Faso,12650,31.0,145.0,,12314.0,20.0,191.0,,593.0,7.0,,,21319531.0
488,2021-03-26,174.0,Burundi,2657,,6.0,,773.0,,1878.0,,219.0,5.0,90019.0,7410.0,12147673.0
489,2021-03-26,130.0,Cabo Verde,16911,124.0,165.0,1.0,16011.0,75.0,735.0,23.0,30176.0,294.0,126207.0,225206.0,560406.0
490,2021-03-26,183.0,Cambodia,1968,96.0,8.0,3.0,1074.0,18.0,886.0,,117.0,5.0,668542.0,39587.0,16888078.0
491,2021-03-26,103.0,Cameroon,47669,,721.0,,35261.0,,11687.0,53.0,1764.0,27.0,905000.0,33486.0,27026325.0
492,2021-03-26,23.0,Canada,956655,5093.0,22826.0,36.0,893469.0,3619.0,40360.0,661.0,25185.0,601.0,27110125.0,713714.0,37984555.0
493,2021-03-26,159.0,CAR,5088,,64.0,,4957.0,,67.0,2.0,1040.0,13.0,38422.0,7856.0,4891042.0
494,2021-03-26,187.0,Caribbean Netherlands,1264,17.0,10.0,,807.0,16.0,447.0,,47875.0,379.0,8908.0,337399.0,26402.0
495,2021-03-26,197.0,Cayman Islands,487,4.0,2.0,,462.0,,23.0,,7347.0,30.0,81247.0,1225685.0,66287.0
496,2021-03-26,163.0,Chad,4480,15.0,158.0,,4094.0,14.0,228.0,,267.0,9.0,,,16767947.0
497,2021-03-26,166.0,Channel Islands,4046,,86.0,,3960.0,,0.0,1.0,23115.0,491.0,399901.0,2284666.0,175037.0
498,2021-03-26,22.0,Chile,962321,7559.0,22587.0,63.0,897975.0,5002.0,41759.0,2466.0,50026.0,1174.0,10887507.0,565984.0,19236410.0
499,2021-03-26,90.0,China,90147,11.0,4636.0,,85348.0,13.0,163.0,,63.0,3.0,160000000.0,111163.0,1439323776.0
500,2021-03-26,11.0,Colombia,2367337,7395.0,62645.0,126.0,2255948.0,5885.0,48744.0,1982.0,46165.0,1222.0,12485669.0,243481.0,51279841.0
501,2021-03-26,170.0,Comoros,3689,2.0,146.0,,3494.0,2.0,49.0,,4177.0,165.0,,,883093.0
502,2021-03-26,144.0,Congo,9681,,135.0,,8208.0,,1338.0,,1724.0,24.0,92500.0,16468.0,5616857.0
503,2021-03-26,63.0,Costa Rica,215178,1740.0,2931.0,23.0,191707.0,757.0,20540.0,155.0,41960.0,572.0,775821.0,151286.0,5128187.0
504,2021-03-26,52.0,Croatia,264111,1802.0,5854.0,16.0,249205.0,1141.0,9052.0,115.0,64628.0,1432.0,1511440.0,369851.0,4086614.0
505,2021-03-26,97.0,Cuba,70634,832.0,413.0,5.0,66847.0,843.0,3374.0,67.0,6239.0,36.0,2883123.0,254658.0,11321533.0
506,2021-03-26,153.0,Curaçao,7057,409.0,28.0,1.0,5008.0,29.0,2021.0,38.0,42877.0,170.0,64449.0,391583.0,164586.0
507,2021-03-26,104.0,Cyprus,43971,361.0,248.0,,2057.0,,41666.0,53.0,36226.0,204.0,3064597.0,2524794.0,1213801.0
508,2021-03-26,18.0,Czechia,1503307,7853.0,25639.0,87.0,1299552.0,282.0,178116.0,1860.0,140187.0,2391.0,11690302.0,1090150.0,10723575.0
509,2021-03-26,60.0,Denmark,226633,789.0,2411.0,2.0,215596.0,674.0,8626.0,40.0,39026.0,415.0,23907341.0,4116862.0,5807176.0
510,2021-03-26,194.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,
511,2021-03-26,151.0,Djibouti,7169,153.0,66.0,2.0,6235.0,28.0,868.0,,7180.0,66.0,126414.0,126604.0,998498.0
512,2021-03-26,201.0,Dominica,161,1.0,,,153.0,2.0,8.0,,2232.0,,13201.0,183050.0,72117.0
513,2021-03-26,54.0,Dominican Republic,251332,364.0,3298.0,3.0,210396.0,354.0,37638.0,142.0,23000.0,302.0,1294575.0,118469.0,10927552.0
514,2021-03-26,117.0,DRC,27794,65.0,726.0,,25355.0,,1713.0,,304.0,8.0,,,91535918.0
515,2021-03-26,47.0,Ecuador,321451,2795.0,16632.0,50.0,271847.0,,32972.0,521.0,18020.0,932.0,1123272.0,62968.0,17838744.0
516,2021-03-26,67.0,Egypt,198681,670.0,11804.0,36.0,152198.0,433.0,34679.0,90.0,1915.0,114.0,2506788.0,24164.0,103741837.0
517,2021-03-26,99.0,El Salvador,63766,,1996.0,3.0,61009.0,,761.0,35.0,9795.0,307.0,827129.0,127051.0,6510216.0
518,2021-03-26,154.0,Equatorial Guinea,6851,,102.0,,6335.0,,414.0,10.0,4770.0,71.0,107960.0,75162.0,1436370.0
519,2021-03-26,173.0,Eritrea,3208,16.0,9.0,,2970.0,8.0,229.0,,896.0,3.0,23693.0,6614.0,3582295.0
520,2021-03-26,84.0,Estonia,101587,1151.0,847.0,11.0,72025.0,649.0,28715.0,69.0,76543.0,638.0,1116763.0,841449.0,1327191.0
521,2021-03-26,128.0,Eswatini,17312,6.0,666.0,,16313.0,63.0,333.0,6.0,14810.0,570.0,169857.0,145306.0,1168957.0
522,2021-03-26,68.0,Ethiopia,196621,2097.0,2769.0,28.0,152508.0,1336.0,41344.0,769.0,1680.0,24.0,2316739.0,19795.0,117034261.0
523,2021-03-26,195.0,Faeroe Islands,661,,1.0,,660.0,,0.0,,13490.0,20.0,239854.0,4895079.0,48999.0
524,2021-03-26,206.0,Falkland Islands,54,,,,54.0,,0.0,,15194.0,,7125.0,2004783.0,3554.0
525,2021-03-26,205.0,Fiji,67,,2.0,,64.0,,1.0,,74.0,2.0,34782.0,38595.0,901206.0
526,2021-03-26,96.0,Finland,74754,512.0,817.0,2.0,46000.0,,27937.0,59.0,13476.0,147.0,3871752.0,697985.0,5547044.0
527,2021-03-26,5.0,France,4465956,41869.0,94275.0,363.0,288062.0,1455.0,4083619.0,4766.0,68308.0,1442.0,61991132.0,948172.0,65379596.0
528,2021-03-26,129.0,French Guiana,16922,,89.0,,9995.0,,6838.0,6.0,55608.0,292.0,158139.0,519668.0,304308.0
529,2021-03-26,124.0,French Polynesia,18607,2.0,141.0,,4842.0,,13624.0,2.0,65959.0,500.0,26355.0,93425.0,282099.0
530,2021-03-26,125.0,Gabon,18426,,109.0,,15863.0,,2454.0,33.0,8139.0,48.0,613559.0,271013.0,2263944.0
531,2021-03-26,158.0,Gambia,5365,62.0,163.0,2.0,4990.0,64.0,212.0,3.0,2176.0,66.0,54292.0,22017.0,2465957.0
532,2021-03-26,49.0,Georgia,279446,419.0,3738.0,6.0,271585.0,307.0,4123.0,,70150.0,938.0,3251308.0,816187.0,3983534.0
533,2021-03-26,10.0,Germany,2754002,21872.0,76303.0,187.0,2467600.0,11400.0,210099.0,3209.0,32793.0,909.0,48979281.0,583221.0,83980634.0
534,2021-03-26,91.0,Ghana,90094,95.0,740.0,3.0,86749.0,128.0,2605.0,40.0,2856.0,23.0,981024.0,31099.0,31545457.0
535,2021-03-26,164.0,Gibraltar,4273,1.0,94.0,,4161.0,,18.0,1.0,126855.0,2791.0,209812.0,6228833.0,33684.0
536,2021-03-26,55.0,Greece,249458,1466.0,7754.0,53.0,211872.0,,29832.0,707.0,24020.0,747.0,6318789.0,608421.0,10385560.0
537,2021-03-26,210.0,Greenland,31,,,,31.0,,0.0,,545.0,,19792.0,348193.0,56842.0
538,2021-03-26,202.0,Grenada,155,1.0,1.0,,152.0,1.0,2.0,,1373.0,9.0,23989.0,212469.0,112906.0
539,2021-03-26,138.0,Guadeloupe,11298,,165.0,,2242.0,,8891.0,8.0,28233.0,412.0,149795.0,374325.0,400174.0
540,2021-03-26,69.0,Guatemala,192133,926.0,6775.0,10.0,174343.0,578.0,11015.0,5.0,10582.0,373.0,1034968.0,57000.0,18157269.0
541,2021-03-26,122.0,Guinea,19403,171.0,116.0,3.0,16270.0,80.0,3017.0,24.0,1449.0,9.0,173934.0,12988.0,13391527.0
542,2021-03-26,171.0,Guinea-Bissau,3615,8.0,61.0,,2921.0,10.0,633.0,16.0,1806.0,30.0,57818.0,28882.0,2001842.0
543,2021-03-26,142.0,Guyana,10007,109.0,225.0,2.0,8801.0,80.0,981.0,11.0,12678.0,285.0,86516.0,109606.0,789337.0
544,2021-03-26,133.0,Haiti,12736,,251.0,,10754.0,,1731.0,,1107.0,22.0,54379.0,4727.0,11504198.0
545,2021-03-26,71.0,Honduras,185484,663.0,4527.0,21.0,70427.0,492.0,110530.0,461.0,18512.0,452.0,502240.0,50126.0,10019634.0
546,2021-03-26,137.0,Hong Kong,11440,11.0,205.0,1.0,11023.0,29.0,212.0,10.0,1517.0,27.0,9296529.0,1232708.0,7541547.0
547,2021-03-26,32.0,Hungary,614612,11265.0,19499.0,275.0,392314.0,4744.0,202799.0,1480.0,63741.0,2022.0,4443610.0,460845.0,9642302.0
548,2021-03-26,157.0,Iceland,6163,5.0,29.0,,6039.0,,95.0,1.0,17975.0,85.0,531242.0,1549411.0,342867.0
549,2021-03-26,3.0,India,11908373,62291.0,161275.0,292.0,11292849.0,30346.0,454249.0,8944.0,8568.0,116.0,238604638.0,171666.0,1389938347.0
550,2021-03-26,20.0,Indonesia,1487541,4982.0,40166.0,85.0,1322878.0,5679.0,124497.0,,5397.0,146.0,12422800.0,45069.0,275640645.0
551,2021-03-26,15.0,Iran,1838803,7980.0,62223.0,81.0,1577408.0,7711.0,199172.0,3908.0,21689.0,734.0,12481917.0,147229.0,84779068.0
552,2021-03-26,27.0,Iraq,822095,6490.0,14157.0,29.0,736747.0,4495.0,71191.0,472.0,20110.0,346.0,7835444.0,191672.0,40879544.0
553,2021-03-26,59.0,Ireland,233327,569.0,4651.0,20.0,23364.0,,205312.0,67.0,46870.0,934.0,3915728.0,786583.0,4978147.0
554,2021-03-26,186.0,Isle of Man,1551,6.0,27.0,1.0,851.0,,673.0,12.0,18169.0,316.0,44761.0,524361.0,85363.0
555,2021-03-26,26.0,Israel,831383,538.0,6165.0,2.0,814505.0,1491.0,10713.0,479.0,90391.0,670.0,13379821.0,1454709.0,9197590.0
556,2021-03-26,7.0,Italy,3488619,23987.0,107256.0,457.0,2814652.0,19764.0,566711.0,3628.0,57762.0,1776.0,48463509.0,802423.0,60396434.0
557,2021-03-26,106.0,Ivory Coast,42468,394.0,229.0,,38246.0,449.0,3993.0,,1581.0,9.0,502125.0,18699.0,26853250.0
558,2021-03-26,110.0,Jamaica,37458,330.0,557.0,11.0,16848.0,109.0,20053.0,46.0,12609.0,188.0,271699.0,91461.0,2970652.0
559,2021-03-26,39.0,Japan,462840,1943.0,8967.0,29.0,438879.0,1177.0,14994.0,323.0,3668.0,71.0,9555049.0,75719.0,126191515.0
560,2021-03-26,35.0,Jordan,577734,6444.0,6374.0,97.0,468037.0,4144.0,103323.0,729.0,56215.0,620.0,5705121.0,555119.0,10277294.0
561,2021-03-26,57.0,Kazakhstan,237300,1100.0,2952.0,,214714.0,971.0,19634.0,221.0,12528.0,156.0,8428775.0,445002.0,18940998.0
562,2021-03-26,80.0,Kenya,128178,2008.0,2098.0,6.0,91513.0,245.0,34567.0,124.0,2346.0,38.0,1455061.0,26633.0,54633685.0
