,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
24,Peru,"1,500,465",,"50,831 ",,"1,414,106",,"35,528","2,276","45,049","1,526","8,950,031","268,709","33,307,537 "
25,Indonesia,"1,487,541","4,982","40,166 ",+85,"1,322,878","+5,679","124,497",,"5,397",146,"12,422,800","45,069","275,640,645 "
26,Netherlands,"1,236,209","7,562","16,421 ",+24,N/A,N/A,N/A,625,"72,029",957,"9,747,836","567,966","17,162,719 "
27,Chile,"962,321","7,559","22,587 ",+63,"897,975","+5,002","41,759","2,466","50,026","1,174","10,887,507","565,984","19,236,410 "
28,Canada,"956,655","5,093","22,826 ",+36,"893,469","+3,619","40,360",661,"25,185",601,"27,110,125","713,714","37,984,555 "
29,Romania,"926,310","6,516","22,835 ",+116,"830,270","+5,062","73,205","1,364","48,389","1,193","7,163,451","374,205","19,143,121 "
30,Belgium,"854,608","5,518","22,816 ",+30,"56,170",+242,"775,622",636,"73,504","1,962","10,772,328","926,521","11,626,638 "
31,Israel,"831,383",538,"6,165 ",+2,"814,505","+1,491","10,713",479,"90,391",670,"13,379,821","1,454,709","9,197,590 "
32,Iraq,"822,095","6,490","14,157 ",+29,"736,747","+4,495","71,191",472,"20,110",346,"7,835,444","191,672","40,879,544 "
33,Portugal,"819,698",488,"16,819 ",+5,"771,339",+891,"31,540",155,"80,561","1,653","8,949,804","879,602","10,174,830 "
34,Sweden,"780,018",,"13,402 ",+37,N/A,N/A,N/A,284,"76,884","1,321","6,627,544","653,253","10,145,443 "
35,Philippines,"702,856","9,838","13,149 ",+54,"580,689",+663,"109,018",785,"6,352",119,"9,938,136","89,818","110,647,325 "
36,Pakistan,"645,356","4,368","14,091 ",+63,"591,145","+2,170","40,120","2,758","2,881",63,"9,976,791","44,535","224,019,136 "
37,Hungary,"614,612","11,265","19,499 ",+275,"392,314","+4,744","202,799","1,480","63,741","2,022","4,443,610","460,845","9,642,302 "
38,Switzerland,"592,217","2,053","10,298  ",+14,"542,535","+1,327","39,384",159,"68,063","1,184","5,851,917","672,556","8,701,013 "
39,Bangladesh,"588,132","3,737","8,830 ",+33,"531,651","+2,057","47,651",,"3,545",53,"4,542,030","27,380","165,890,647 "
40,Jordan,"577,734","6,444","6,374 ",+97,"468,037","+4,144","103,323",729,"56,215",620,"5,705,121","555,119","10,277,294 "
41,Serbia,"577,120","5,225","5,114 ",+39,"484,455","+4,055","87,551",241,"66,248",587,"3,348,198","384,344","8,711,461 "
42,Austria,"530,288","3,895","9,200 ",+22,"486,088","+2,628","35,000",463,"58,634","1,017","6,568,554","726,281","9,044,089 "
43,Morocco,"493,867",514,"8,793 ",+5,"481,597",+523,"3,477",267,"13,265",236,"5,917,273","158,936","37,230,602 "
44,Japan,"462,840","1,943","8,967 ",+29,"438,879","+1,177","14,994",323,"3,668",71,"9,555,049","75,719","126,191,515 "
45,Lebanon,"455,381","3,100","6,013 ",+49,"356,820","+3,478","92,548",978,"66,939",884,"3,487,759","512,684","6,802,939 "
46,UAE,"450,765","2,128","1,472 ",+6,"434,035","+2,262","15,258",,"45,177",148,"36,484,412","3,656,555","9,977,810 "
47,Saudi Arabia,"387,292",510,"6,637 ",+7,"376,203",+372,"4,452",622,"11,000",188,"14,812,806","420,701","35,209,826 "
48,Slovakia,"355,454","1,272","9,373 ",+60,"255,300",,"90,781",653,"65,083","1,716","2,310,054","422,964","5,461,586 "
49,Panama,"353,017",438,"6,087 ",+14,"341,900",+424,"5,030",105,"80,886","1,395","2,114,048","484,388","4,364,367 "
50,Malaysia,"339,443","1,275","1,249 ",+1,"323,925","+1,509","14,269",161,"10,390",38,"7,372,592","225,674","32,669,226 "
51,Bulgaria,"325,233","4,129","12,601 ",+89,"247,451","+2,979","65,181",751,"47,068","1,824","2,042,578","295,602","6,909,888 "
52,Ecuador,"321,451","2,795","16,632 ",+50,"271,847",,"32,972",521,"18,020",932,"1,123,272","62,968","17,838,744 "
53,Belarus,"316,418","1,425","2,202 ",+9,"307,004","+1,444","7,212",,"33,494",233,"5,291,538","560,127","9,447,038 "
54,Georgia,"279,446",419,"3,738 ",+6,"271,585",+307,"4,123",,"70,150",938,"3,251,308","816,187","3,983,534 "
55,Nepal,"276,665",156,"3,024 ",+4,"272,342",+70,"1,299",,"9,372",102,"2,256,300","76,435","29,519,102 "
56,Bolivia,"267,833",774,"12,131 ",+24,"216,057","+1,069","39,645",71,"22,718","1,029","872,730","74,027","11,789,409 "
57,Croatia,"264,111","1,802","5,854 ",+16,"249,205","+1,141","9,052",115,"64,628","1,432","1,511,440","369,851","4,086,614 "
58,Azerbaijan,"252,680","1,759","3,445 ",+24,"234,893",+511,"14,342",,"24,758",338,"2,816,784","275,990","10,206,114 "
59,Dominican Republic,"251,332",364,"3,298 ",+3,"210,396",+354,"37,638",142,"23,000",302,"1,294,575","118,469","10,927,552 "
60,Greece,"249,458","1,466","7,754 ",+53,"211,872",,"29,832",707,"24,020",747,"6,318,789","608,421","10,385,560 "
61,Tunisia,"248,782",745,"8,684 ",+21,"214,916",+509,"25,182",284,"20,890",729,"1,083,961","91,019","11,909,140 "
62,Kazakhstan,"237,300","1,100","2,952 ",,"214,714",+971,"19,634",221,"12,528",156,"8,428,775","445,002","18,940,998 "
63,Palestine,"233,549","1,511","2,537 ",+16,"206,914","+1,625","24,098",205,"45,020",489,"1,509,574","290,990","5,187,709 "
64,Ireland,"233,327",569,"4,651 ",+20,"23,364",,"205,312",67,"46,870",934,"3,915,728","786,583","4,978,147 "
65,Denmark,"226,633",789,"2,411 ",+2,"215,596",+674,"8,626",40,"39,026",415,"23,907,341","4,116,862","5,807,176 "
66,Kuwait,"225,980","1,548","1,270 ",+12,"210,024","+1,253","14,686",242,"52,350",294,"2,015,114","466,817","4,316,712 "
67,Moldova,"223,986","1,866","4,745 ",+43,"197,623","+2,065","21,618",352,"55,620","1,178","829,796","206,055","4,027,065 "
68,Costa Rica,"215,178","1,740","2,931 ",+23,"191,707",+757,"20,540",155,"41,960",572,"775,821","151,286","5,128,187 "
69,Lithuania,"212,676",816,"3,529 ",+6,"196,504",+437,"12,643",141,"78,938","1,310","2,304,536","855,361","2,694,227 "
70,Slovenia,"210,785","1,032","4,008 ",+10,"195,000",+762,"11,777",109,"101,380","1,928","1,034,094","497,364","2,079,148 "
71,Paraguay,"204,704","2,004","3,958 ",+48,"167,603","+1,601","33,143",420,"28,444",550,"881,127","122,436","7,196,618 "
72,Egypt,"198,681",670,"11,804 ",+36,"152,198",+433,"34,679",90,"1,915",114,"2,506,788","24,164","103,741,837 "
73,Ethiopia,"196,621","2,097","2,769 ",+28,"152,508","+1,336","41,344",769,"1,680",24,"2,316,739","19,795","117,034,261 "
74,Guatemala,"192,133",926,"6,775 ",+10,"174,343",+578,"11,015",5,"10,582",373,"1,034,968","57,000","18,157,269 "
75,Armenia,"188,446","1,005","3,434 ",+18,"170,160",+433,"14,852",,"63,507","1,157","828,159","279,094","2,967,311 "
76,Honduras,"185,484",663,"4,527 ",+21,"70,427",+492,"110,530",461,"18,512",452,"502,240","50,126","10,019,634 "
77,Qatar,"176,521",602,282 ,+1,"162,173",+358,"14,066",244,"62,868",100,"1,701,019","605,818","2,807,805 "
78,Nigeria,"162,388",113,"2,039 ",+3,"149,986",+104,"10,363",10,774,10,"1,727,467","8,232","209,854,703 "
79,Bosnia and Herzegovina,"162,032","1,869","6,220 ",+76,"128,241",+442,"27,571",,"49,615","1,905","769,406","235,596","3,265,783 "
80,Libya,"156,116",884,"2,602 ",+11,"143,697","+1,064","9,817",,"22,496",375,"842,538","121,410","6,939,591 "
81,Venezuela,"154,165",,"1,532 ",,"142,909",,"9,724",162,"5,433",54,"3,102,996","109,350","28,376,650 "
82,Oman,"153,838",,"1,650 ",,"140,766",,"11,422",128,"29,578",317,"1,550,000","298,018","5,201,034 "
83,Myanmar,"142,340",25,"3,205 ",+1,"131,781",+7,"7,354",,"2,603",59,"2,530,422","46,279","54,677,220 "
84,Bahrain,"139,953",829,512 ,+4,"131,594",+479,"7,847",47,"80,231",294,"3,499,615","2,006,230","1,744,374 "
85,Kenya,"128,178","2,008","2,098 ",+6,"91,513",+245,"34,567",124,"2,346",38,"1,455,061","26,633","54,633,685 "
86,North Macedonia,"124,910","1,419","3,607 ",+33,"103,831",+457,"17,472",124,"59,957","1,731","607,956","291,822","2,083,311 "
87,Albania,"123,216",449,"2,192 ",+8,"88,349",+589,"32,675",46,"42,850",762,"540,845","188,088","2,875,486 "
88,Algeria,"116,657",114,"3,074 ",+3,"81,160",+95,"32,423",17,"2,626",69,"230,658","5,192","44,428,663 "
89,Estonia,"101,587","1,151",847 ,+11,"72,025",+649,"28,715",69,"76,543",638,"1,116,763","841,449","1,327,191 "
90,S. Korea,"100,770",494,"1,716 ",+7,"92,630",+562,"6,424",111,"1,964",33,"7,529,403","146,767","51,301,609 "
91,Latvia,"100,114",638,"1,867 ",+3,"90,537",,"7,710",69,"53,514",998,"1,828,388","977,326","1,870,807 "
92,Uruguay,"92,343","1,793",875 ,+19,"74,339","+1,420","17,129",248,"26,516",251,"1,295,454","371,982","3,482,568 "
93,Norway,"92,007","1,072",656 ,,"74,332",,"17,019",45,"16,875",120,"4,464,591","818,845","5,452,305 "
94,Sri Lanka,"91,561",272,557 ,+3,"88,145",+264,"2,859",,"4,263",26,"2,352,000","109,502","21,479,141 "
95,China,"90,147",11,"4,636 ",,"85,348",+13,163,,63,3,"160,000,000","111,163","1,439,323,776 "
96,Ghana,"90,094",95,740 ,+3,"86,749",+128,"2,605",40,"2,856",23,"981,024","31,099","31,545,457 "
97,Montenegro,"89,363",372,"1,234 ",+4,"80,835",+592,"7,294",69,"142,270","1,965","330,552","526,253","628,124 "
98,Kyrgyzstan,"87,858",100,"1,494 ",,"84,469",+62,"1,895",16,"13,306",226,"831,791","125,976","6,602,771 "
99,Zambia,"87,583",265,"1,194 ",+3,"84,018",+123,"2,371",111,"4,669",64,"1,224,620","65,286","18,757,749 "
100,Uzbekistan,"81,960",144,624 ,,"80,248",+105,"1,088",23,"2,423",18,"1,377,915","40,738","33,823,620 "
101,Finland,"74,754",512,817 ,+2,"46,000",,"27,937",59,"13,476",147,"3,871,752","697,985","5,547,044 "
102,Cuba,"70,634",832,413 ,+5,"66,847",+843,"3,374",67,"6,239",36,"2,883,123","254,658","11,321,533 "
103,Mozambique,"66,879",117,758 ,+5,"55,074",+979,"11,047",,"2,097",24,"472,501","14,816","31,891,180 "
104,El Salvador,"63,766",,"1,996 ",+3,"61,009",,761,35,"9,795",307,"827,129","127,051","6,510,216 "
105,Luxembourg,"60,465",260,738 ,+2,"56,318",+274,"3,409",19,"95,459","1,165","2,353,848","3,716,135","633,413 "
106,Singapore,"60,265",12,30 ,,"60,103",+17,132,,"10,242",5,"8,307,697","1,411,899","5,884,058 "
107,Afghanistan,"56,290",36,"2,469 ",,"49,994",+57,"3,827","1,105","1,423",62,"339,269","8,575","39,566,530 "
109,Cameroon,"47,669",,721 ,,"35,261",,"11,687",53,"1,764",27,"905,000","33,486","27,026,325 "
110,Cyprus,"43,971",361,248 ,,"2,057",,"41,666",53,"36,226",204,"3,064,597","2,524,794","1,213,801 "
111,Namibia,"43,179",169,504 ,+2,"41,153",+269,"1,522",35,"16,772",196,"339,579","131,902","2,574,471 "
112,Ivory Coast,"42,468",394,229 ,,"38,246",+449,"3,993",,"1,581",9,"502,125","18,699","26,853,250 "
113,Uganda,"40,751",17,335 ,+1,"40,379","+25,232",37,,871,7,"927,238","19,818","46,787,940 "
114,Botswana,"38,466",,506 ,,"33,903",,"4,057",1,"16,120",212,"910,730","381,661","2,386,229 "
115,Senegal,"38,354",99,"1,031 ",+3,"36,107",+296,"1,216",28,"2,248",60,"432,289","25,333","17,064,529 "
116,Jamaica,"37,458",330,557 ,+11,"16,848",+109,"20,053",46,"12,609",188,"271,699","91,461","2,970,652 "
117,Zimbabwe,"36,805",27,"1,518 ",,"34,572",+17,715,13,"2,450",101,"372,334","24,788","15,021,008 "
118,Malawi,"33,415",28,"1,112 ",+4,"29,417",+157,"2,886",27,"1,715",57,"215,854","11,076","19,489,214 "
119,Sudan,"29,661",,"2,028 ",,"23,990",,"3,643",,665,45,"231,694","5,196","44,594,229 "
120,Australia,"29,238",10,909 ,,"26,263",+6,"2,066",,"1,137",35,"15,365,871","597,514","25,716,344 "
121,Malta,"28,715",103,382 ,+4,"26,480",+332,"1,853",,"64,906",863,"797,899","1,803,541","442,407 "
122,Thailand,"28,577",134,92 ,,"27,032",+86,"1,453",1,409,1,"8,074,112","115,462","69,928,605 "
123,DRC,"27,794",65,726 ,,"25,355",,"1,713",,304,8,,,"91,535,918 "
124,Maldives,"23,237",146,66 ,,"20,529",+90,"2,642",103,"42,443",121,"630,904","1,152,357","547,490 "
125,Madagascar,"23,230",190,378 ,+9,"21,461",+89,"1,391",23,824,13,"138,616","4,914","28,208,425 "
126,Angola,"21,961",47,532 ,,"20,250",+60,"1,179",18,653,16,"414,168","12,324","33,607,400 "
127,Rwanda,"21,309",99,300 ,+2,"19,657",+117,"1,352",6,"1,616",23,"1,106,907","83,948","13,185,681 "
128,Guinea,"19,403",171,116 ,+3,"16,270",+80,"3,017",24,"1,449",9,"173,934","12,988","13,391,527 "
129,Mayotte,"19,306",,154 ,,"2,964",,"16,188",16,"69,545",555,"151,773","546,727","277,603 "
130,French Polynesia,"18,607",2,141 ,,"4,842",,"13,624",2,"65,959",500,"26,355","93,425","282,099 "
131,Gabon,"18,426",,109 ,,"15,863",,"2,454",33,"8,139",48,"613,559","271,013","2,263,944 "
132,Syria,"18,201",155,"1,216 ",+10,"12,142",+120,"4,843",,"1,022",68,,,"17,809,863 "
133,Mauritania,"17,745",33,448 ,+1,"16,976",+14,321,14,"3,745",95,"199,421","42,086","4,738,463 "
134,Eswatini,"17,312",6,666 ,,"16,313",+63,333,6,"14,810",570,"169,857","145,306","1,168,957 "
135,French Guiana,"16,922",,89 ,,"9,995",,"6,838",6,"55,608",292,"158,139","519,668","304,308 "
136,Cabo Verde,"16,911",124,165 ,+1,"16,011",+75,735,23,"30,176",294,"126,207","225,206","560,406 "
137,Réunion,"15,561",,102 ,,"14,064",,"1,395",57,"17,290",113,"98,785","109,762","899,996 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,693,589 "
139,Haiti,"12,736",,251 ,,"10,754",,"1,731",,"1,107",22,"54,379","4,727","11,504,198 "
140,Burkina Faso,"12,650",31,145 ,,"12,314",+20,191,,593,7,,,"21,319,531 "
141,Belize,"12,415",4,317 ,,"12,061",+9,37,1,"30,815",787,"96,854","240,396","402,893 "
142,Andorra,"11,732",45,114 ,,"11,149",+38,469,12,"151,662","1,474","193,595","2,502,650","77,356 "
143,Hong Kong,"11,440",11,205 ,+1,"11,023",+29,212,10,"1,517",27,"9,296,529","1,232,708","7,541,547 "
144,Guadeloupe,"11,298",,165 ,,"2,242",,"8,891",8,"28,233",412,"149,795","374,325","400,174 "
145,Lesotho,"10,686",,315 ,,"4,438",,"5,933",,"4,959",146,"65,807","30,541","2,154,693 "
146,Somalia,"10,664",,471 ,,"4,634",,"5,559",,658,29,,,"16,215,158 "
147,South Sudan,"10,048",,108 ,,"9,330",,610,1,890,10,"128,368","11,370","11,289,734 "
148,Guyana,"10,007",109,225 ,+2,"8,801",+80,981,11,"12,678",285,"86,516","109,606","789,337 "
149,Mali,"9,719",72,376 ,+1,"6,751",+33,"2,592",,470,18,"159,785","7,729","20,674,141 "
150,Congo,"9,681",,135 ,,"8,208",,"1,338",,"1,724",24,"92,500","16,468","5,616,857 "
151,Togo,"9,676",170,107 ,,"7,567",+101,"2,002",,"1,149",13,"267,873","31,814","8,419,903 "
152,Aruba,"9,142",69,82 ,,"8,401",+28,659,8,"85,360",766,"122,386","1,142,737","107,099 "
153,Suriname,"9,088",3,177 ,,"8,575",+2,336,2,"15,391",300,"44,378","75,156","590,482 "
154,Bahamas,"8,935",,188 ,,"7,757",,990,3,"22,563",475,"73,721","186,166","395,996 "
155,Trinidad and Tobago,"7,939",15,141 ,,"7,581",+5,217,12,"5,659",101,"108,872","77,610","1,402,815 "
156,Martinique,"7,710",,49 ,,98,,"7,563",5,"20,557",131,"118,816","316,800","375,051 "
157,Djibouti,"7,169",153,66 ,+2,"6,235",+28,868,,"7,180",66,"126,414","126,604","998,498 "
158,Benin,"7,100",,90 ,,"6,452",,558,35,575,7,"548,484","44,397","12,353,940 "
159,Curaçao,"7,057",409,28 ,+1,"5,008",+29,"2,021",38,"42,877",170,"64,449","391,583","164,586 "
160,Equatorial Guinea,"6,851",,102 ,,"6,335",,414,10,"4,770",71,"107,960","75,162","1,436,370 "
161,Nicaragua,"6,629",,177 ,,"4,225",,"2,227",,992,26,,,"6,682,209 "
162,Mongolia,"6,332",437,5 ,,"4,150",+106,"2,177",15,"1,909",2,"2,174,336","655,545","3,316,836 "
163,Iceland,"6,163",5,29 ,,"6,039",,95,1,"17,975",85,"531,242","1,549,411","342,867 "
164,Gambia,"5,365",62,163 ,+2,"4,990",+64,212,3,"2,176",66,"54,292","22,017","2,465,957 "
165,CAR,"5,088",,64 ,,"4,957",,67,2,"1,040",13,"38,422","7,856","4,891,042 "
166,Niger,"4,972",8,185 ,,"4,578",+9,209,1,200,7,"87,905","3,539","24,840,258 "
167,Papua New Guinea,"4,660",560,39 ,,846,,"3,775",,514,4,"63,700","7,023","9,070,604 "
168,San Marino,"4,547",63,84 ,+2,"3,947",+33,516,8,"133,802","2,472","51,503","1,515,552","33,983 "
169,Chad,"4,480",15,158 ,,"4,094",+14,228,,267,9,,,"16,767,947 "
170,Gibraltar,"4,273",1,94 ,,"4,161",,18,1,"126,855","2,791","209,812","6,228,833","33,684 "
171,Saint Lucia,"4,191",19,58 ,,"4,099",+14,34,1,"22,747",315,"35,288","191,530","184,243 "
172,Channel Islands,"4,046",,86 ,,"3,960",,0,1,"23,115",491,"399,901","2,284,666","175,037 "
173,Seychelles,"3,996",114,20 ,+2,"3,318",,658,,"40,448",202,"5,200","52,635","98,793 "
174,Sierra Leone,"3,962",9,79 ,,"2,800",+2,"1,083",,489,10,"116,448","14,385","8,095,190 "
175,Yemen,"3,900",84,820 ,+10,"1,588",+8,"1,492",23,129,27,"20,872",689,"30,304,252 "
176,Comoros,"3,689",2,146 ,,"3,494",+2,49,,"4,177",165,,,"883,093 "
177,Guinea-Bissau,"3,615",8,61 ,,"2,921",+10,633,16,"1,806",30,"57,818","28,882","2,001,842 "
178,Barbados,"3,603",10,41 ,+1,"3,419",+15,143,,"12,526",143,"138,967","483,138","287,634 "
179,Eritrea,"3,208",16,9 ,,"2,970",+8,229,,896,3,"23,693","6,614","3,582,295 "
180,Burundi,"2,657",,6 ,,773,,"1,878",,219,0.5,"90,019","7,410","12,147,673 "
181,Liechtenstein,"2,645",3,56 ,,"2,553",+4,36,,"69,226","1,466","29,848","781,198","38,208 "
182,Vietnam,"2,586",7,35  ,,"2,265",,286,,26,0.4,"2,598,753","26,523","97,980,062 "
183,New Zealand,"2,479",3,26 ,,"2,379",,74,,496,5,"1,875,086","374,860","5,002,100 "
184,Turks and Caicos,"2,318",3,17 ,,"2,187",+4,114,3,"59,284",435,"23,663","605,192","39,100 "
185,Monaco,"2,248",21,28 ,,"2,052",+5,168,9,"56,989",710,"51,953","1,317,066","39,446 "
186,Sao Tome and Principe,"2,196",19,34 ,,"2,041",+15,121,,"9,886",153,"11,592","52,186","222,127 "
187,Sint Maarten,"2,118",,27 ,,"2,064",,27,1,"48,991",625,"23,608","546,077","43,232 "
188,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,490","5,144,173 "
189,Cambodia,"1,968",96,8 ,+3,"1,074",+18,886,,117,0.5,"668,542","39,587","16,888,078 "
190,St. Vincent Grenadines,"1,721",6,10 ,,"1,577",+42,134,2,"15,477",90,"40,616","365,255","111,199 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,357",307,"23,812","608,271","39,147 "
192,Isle of Man,"1,551",6,27 ,+1,851,,673,12,"18,169",316,"44,761","524,361","85,363 "
193,Caribbean Netherlands,"1,264",17,10 ,,807,+16,447,,"47,875",379,"8,908","337,399","26,402 "
194,Antigua and Barbuda,"1,103",3,28 ,,748,+5,327,45,"11,195",284,"16,315","165,596","98,523 "
195,Taiwan,"1,013",1,10 ,,973,+2,30,,42,0.4,"459,223","19,256","23,848,441 "
196,Bermuda,914,34,12 ,,718,,184,,"14,716",193,"191,467","3,082,758","62,109 "
197,Mauritius,871,18,10 ,,592,,269,,684,8,"289,552","227,400","1,273,318 "
198,Bhutan,870,,1 ,,867,,2,,"1,119",1,"586,497","754,021","777,826 "
199,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
201,Diamond Princess,712,,13 ,,699,,0,,,,,, 
202,Faeroe Islands,661,,1 ,,660,,0,,"13,490",20,"239,854","4,895,079","48,999 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,969,196 "
204,Cayman Islands,487,4,2 ,,462,,23,,"7,347",30,"81,247","1,225,685","66,287 "
205,Timor-Leste,452,58, ,,154,+17,298,,338,,"38,883","29,088","1,336,755 "
206,Wallis and Futuna,358,6,4 ,+1,44,+26,310,3,"32,273",361,"1,331","119,986","11,093 "
207,Brunei ,206,,3 ,,188,,15,,468,7,"112,060","254,366","440,546 "
208,Dominica,161,1, ,,153,+2,8,,"2,232",,"13,201","183,050","72,117 "
209,Grenada,155,1,1 ,,152,+1,2,,"1,373",9,"23,989","212,469","112,906 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,036",33,"13,223","435,268","30,379 "
211,New Caledonia,121,1, ,,58,,63,,421,,"27,618","96,060","287,508 "
212,Fiji,67,,2 ,,64,,1,,74,2,"34,782","38,595","901,206 "
213,Falkland Islands,54,, ,,54,,0,,"15,194",,"7,125","2,004,783","3,554 "
214,Laos,49,, ,,45,,4,,7,,"129,999","17,680","7,352,700 "
215,Macao,48,, ,,48,,0,,73,,"4,369","6,662","655,805 "
216,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,055","53,475 "
217,Greenland,31,, ,,31,,0,,545,,"19,792","348,193","56,842 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,938","5,773 "
220,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,872","15,101 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,093","218,863","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,437","699,134 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,019 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,483 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,381 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,505","312,367 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,906 "
