,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
69,Lithuania,"211,035",792,"3,517 ",+16,"195,551",+436,"11,967",140,"78,329","1,305","2,286,679","848,733","2,694,227 "
70,Slovenia,"208,589","1,289","3,994 ",+9,"193,383",+944,"11,212",99,"100,324","1,921","1,021,025","491,079","2,079,148 "
71,Paraguay,"200,823","2,688","3,869 ",+51,"164,401","+1,522","32,553",413,"27,905",538,"868,914","120,739","7,196,618 "
72,Egypt,"197,350",641,"11,720 ",+40,"151,444",+520,"34,186",90,"1,902",113,"2,506,118","24,157","103,741,837 "
73,Ethiopia,"192,575","1,981","2,718 ",+25,"150,642","+1,052","39,215",752,"1,645",23,"2,301,145","19,662","117,034,261 "
74,Guatemala,"190,208","1,141","6,749 ",+19,"173,301",+680,"10,158",5,"10,476",372,"1,023,093","56,346","18,157,269 "
75,Armenia,"186,184","1,164","3,398 ",+14,"169,485",+313,"13,301",,"62,745","1,145","817,406","275,470","2,967,311 "
76,Honduras,"184,031",751,"4,489 ",+20,"69,458",+281,"110,084",461,"18,367",448,"497,104","49,613","10,019,634 "
77,Qatar,"175,332",570,278 ,+3,"161,488",+377,"13,566",224,"62,445",99,"1,686,747","600,735","2,807,805 "
78,Nigeria,"162,178",102,"2,031 ",,"148,726",+196,"11,421",10,773,10,"1,727,467","8,232","209,854,703 "
79,Bosnia and Herzegovina,"158,198","1,852","6,067 ",+62,"127,247","+1,010","24,884",,"48,441","1,858","758,540","232,269","3,265,783 "
80,Libya,"154,320",909,"2,582 ",+18,"141,413",+993,"10,325",,"22,238",372,"834,039","120,186","6,939,591 "
81,Venezuela,"153,315",807,"1,521 ",+10,"142,381","+1,121","9,413",162,"5,403",54,"3,102,996","109,350","28,376,650 "
82,Oman,"153,105",741,"1,644 ",+11,"140,220",+374,"11,241",116,"29,437",316,"1,550,000","298,018","5,201,034 "
83,Myanmar,"142,292",28,"3,204 ",,"131,772",+7,"7,316",,"2,602",59,"2,526,740","46,212","54,677,220 "
84,Bahrain,"138,283",733,507 ,+4,"130,397",+552,"7,379",49,"79,274",291,"3,464,973","1,986,370","1,744,374 "
85,Kenya,"124,707","1,540","2,066 ",+18,"90,770",+184,"31,871",141,"2,283",38,"1,434,725","26,261","54,633,685 "
86,Albania,"122,295",448,"2,171 ",+15,"87,193",+696,"32,931",46,"42,530",755,"535,039","186,069","2,875,486 "
87,North Macedonia,"122,227","1,345","3,545 ",+17,"102,652",+451,"16,030",124,"58,670","1,702","599,782","287,898","2,083,311 "
88,Algeria,"116,438",89,"3,069 ",+3,"81,065",+84,"32,304",9,"2,621",69,"230,553","5,189","44,428,663 "
89,S. Korea,"99,846",425,"1,707 ",+3,"91,560",+481,"6,579",111,"1,946",33,"7,441,210","145,048","51,301,609 "
90,Estonia,"99,008","1,553",823 ,+14,"70,913",+567,"27,272",52,"74,600",620,"1,103,635","831,557","1,327,191 "
91,Latvia,"98,870",776,"1,851 ",+11,"89,910",+397,"7,109",68,"52,849",989,"1,792,989","958,404","1,870,807 "
92,Sri Lanka,"91,018",253,552 ,,"87,630",+324,"2,836",,"4,238",26,"2,274,509","105,894","21,479,141 "
93,China,"90,125",10,"4,636 ",,"85,331",+10,158,,63,3,"160,000,000","111,163","1,439,323,776 "
94,Norway,"90,104",984,656 ,+7,"74,332",,"15,116",47,"16,526",120,"4,464,591","818,845","5,452,305 "
95,Ghana,"89,893",,734 ,,"86,248",,"2,911",47,"2,850",23,"975,812","30,934","31,545,457 "
96,Uruguay,"88,904","2,410",843 ,+16,"71,588","+1,216","16,473",225,"25,528",242,"1,264,894","363,207","3,482,568 "
97,Montenegro,"88,550",434,"1,224 ",+4,"79,634",+644,"7,692",69,"140,975","1,949","326,962","520,537","628,124 "
98,Kyrgyzstan,"87,652",115,"1,492 ",+2,"84,339",+65,"1,821",16,"13,275",226,"822,901","124,630","6,602,771 "
99,Zambia,"86,993",214,"1,187 ",+2,"83,617",+139,"2,189",119,"4,638",63,"1,211,098","64,565","18,757,749 "
100,Uzbekistan,"81,678",119,623 ,+1,"80,045",+96,"1,010",23,"2,415",18,"1,377,915","40,738","33,823,620 "
101,Finland,"73,516",803,811 ,+3,"46,000",,"26,705",62,"13,253",146,"3,831,984","690,816","5,547,044 "
102,Cuba,"68,986",736,405 ,+4,"65,177",+745,"3,404",67,"6,093",36,"2,843,469","251,156","11,321,533 "
103,Mozambique,"66,649",153,752 ,+2,"53,803",+615,"12,094",,"2,090",24,"469,425","14,720","31,891,180 "
104,El Salvador,"63,766",135,"1,990 ",+4,"61,009",+95,767,35,"9,795",306,"827,129","127,051","6,510,216 "
105,Singapore,"60,236",15,30 ,,"60,078",+15,128,,"10,237",5,"8,307,697","1,411,899","5,884,058 "
106,Luxembourg,"59,907",245,728 ,+2,"55,842",+81,"3,337",17,"94,578","1,149","2,330,526","3,679,315","633,413 "
107,Afghanistan,"56,226",34,"2,467 ",+1,"49,802",+50,"3,957","1,102","1,421",62,"335,925","8,490","39,566,530 "
109,Cyprus,"43,286",293,248 ,+2,"2,057",,"40,981",47,"35,662",204,"2,994,813","2,467,301","1,213,801 "
110,Namibia,"42,864",93,502 ,+4,"39,976",+282,"2,386",30,"16,650",195,"336,638","130,760","2,574,471 "
111,Ivory Coast,"41,307",439,224 ,+2,"37,320",+376,"3,763",,"1,538",8,"492,562","18,343","26,853,250 "
112,Uganda,"40,720",1,334 ,,"15,139",,"25,247",,870,7,"922,290","19,712","46,787,940 "
113,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,503",22,"905,000","33,486","27,026,325 "
114,Senegal,"38,134",178,"1,023 ",+3,"35,508",+329,"1,603",31,"2,235",60,"429,132","25,148","17,064,529 "
115,Botswana,"37,559",,485 ,,"32,550",,"4,524",1,"15,740",203,"901,776","377,908","2,386,229 "
116,Zimbabwe,"36,749",32,"1,516 ",,"34,476",+29,757,13,"2,447",101,"366,902","24,426","15,021,008 "
117,Jamaica,"36,670",439,545 ,+3,"16,618",+128,"19,507",42,"12,344",183,"267,792","90,146","2,970,652 "
118,Malawi,"33,354",31,"1,105 ",+6,"29,253",+133,"2,996",31,"1,711",57,"214,525","11,007","19,489,214 "
119,Sudan,"29,661",119,"2,028 ",+25,"23,990",+132,"3,643",,665,45,"231,694","5,196","44,594,229 "
120,Australia,"29,218",7,909 ,,"26,253",+3,"2,056",,"1,136",35,"15,287,777","594,477","25,716,344 "
121,Malta,"28,510",101,377 ,+2,"25,857",+302,"2,276",,"64,443",852,"792,598","1,791,558","442,407 "
122,Thailand,"28,346",69,92 ,,"26,873",+107,"1,381",1,405,1,"8,014,926","114,616","69,928,605 "
123,DRC,"27,660",80,726 ,,"25,286",,"1,648",,302,8,,,"91,535,918 "
124,Maldives,"22,929",139,66 ,,"20,359",+133,"2,504",102,"41,880",121,"623,614","1,139,042","547,490 "
125,Madagascar,"22,844",162,363 ,+2,"21,282",+141,"1,199",23,810,13,"137,115","4,861","28,208,425 "
126,Angola,"21,836",62,532 ,+2,"20,172",+73,"1,132",18,650,16,"411,165","12,234","33,607,400 "
127,Rwanda,"21,106",131,297 ,+2,"19,441",+131,"1,368",1,"1,601",23,"1,098,629","83,320","13,185,681 "
128,Mayotte,"19,224",,154 ,,"2,964",,"16,106",16,"69,250",555,"147,985","533,081","277,603 "
129,Guinea,"19,084",139,113 ,,"16,132",+53,"2,839",24,"1,425",8,"169,784","12,678","13,391,527 "
130,French Polynesia,"18,598",3,141 ,,"4,842",,"13,615",2,"65,927",500,"26,355","93,425","282,099 "
131,Gabon,"18,426",348,109 ,+1,"15,863",+209,"2,454",33,"8,139",48,"613,559","271,013","2,263,944 "
132,Syria,"17,896",153,"1,195 ",+12,"11,907",+113,"4,794",,"1,005",67,,,"17,809,863 "
133,Mauritania,"17,690",32,447 ,,"16,947",+9,296,14,"3,733",94,"196,596","41,489","4,738,463 "
134,Eswatini,"17,301",5,666 ,+1,"16,175",+74,460,36,"14,800",570,"169,393","144,910","1,168,957 "
135,French Guiana,"16,922",158,89 ,+2,"9,995",,"6,838",6,"55,608",292,"158,139","519,668","304,308 "
136,Cabo Verde,"16,661",106,163 ,,"15,889",+44,609,23,"29,730",291,"125,300","223,588","560,406 "
137,Réunion,"15,561",,102 ,,"14,064",,"1,395",57,"17,290",113,"98,785","109,762","899,996 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,693,589 "
139,Haiti,"12,732",,251 ,,"10,754",,"1,727",,"1,107",22,"54,379","4,727","11,504,198 "
140,Burkina Faso,"12,596",24,145 ,,"12,269",+29,182,,591,7,,,"21,319,531 "
141,Belize,"12,410",,317 ,+1,"12,047",,46,,"30,802",787,"95,541","237,137","402,893 "
142,Andorra,"11,638",47,114 ,+1,"11,082",+32,442,12,"150,447","1,474","193,595","2,502,650","77,356 "
143,Hong Kong,"11,420",10,204 ,,"10,963",+27,253,10,"1,514",27,"9,296,529","1,232,708","7,541,547 "
144,Guadeloupe,"11,298",322,165 ,,"2,242",,"8,891",8,"28,233",412,"149,795","374,325","400,174 "
145,Lesotho,"10,686",1,315 ,+1,"4,438",+48,"5,933",,"4,959",146,"65,807","30,541","2,154,693 "
146,Somalia,"10,531",162,463 ,+10,"4,605",+41,"5,463",,649,29,,,"16,215,158 "
147,South Sudan,"9,969",50,107 ,+1,"9,002",,860,1,883,9,"127,025","11,251","11,289,734 "
148,Guyana,"9,820",88,220 ,+2,"8,632",+30,968,12,"12,441",279,"84,486","107,034","789,337 "
149,Congo,"9,681",117,135 ,+1,"7,514",,"2,032",,"1,724",24,"92,500","16,468","5,616,857 "
150,Mali,"9,577",103,372 ,,"6,680",+19,"2,525",,463,18,"159,785","7,729","20,674,141 "
151,Togo,"9,147",,105 ,,"7,341",,"1,701",,"1,086",12,"263,543","31,300","8,419,903 "
152,Suriname,"9,077",3,177 ,,"8,568",+4,332,2,"15,372",300,"44,069","74,632","590,482 "
153,Aruba,"8,985",83,82 ,,"8,336",+26,567,8,"83,894",766,"120,462","1,124,772","107,099 "
154,Bahamas,"8,935",,188 ,,"7,757",,990,3,"22,563",475,"73,721","186,166","395,996 "
155,Trinidad and Tobago,"7,903",38,141 ,,"7,575",+2,187,12,"5,634",101,"108,872","77,610","1,402,815 "
156,Martinique,"7,710",,49 ,,98,,"7,563",5,"20,557",131,"118,816","316,800","375,051 "
157,Benin,"7,100",282,90 ,,"5,552",,"1,458",35,575,7,"521,218","42,190","12,353,940 "
158,Djibouti,"6,895",124,64 ,,"6,172",+26,659,,"6,905",64,"124,729","124,917","998,498 "
159,Equatorial Guinea,"6,851",71,102 ,+1,"6,335",+91,414,10,"4,770",71,"106,588","74,207","1,436,370 "
160,Nicaragua,"6,629",,177 ,,"4,225",,"2,227",,992,26,,,"6,682,209 "
161,Curaçao,"6,424",250,27 ,+3,"4,952",+61,"1,445",38,"39,031",164,"62,015","376,794","164,586 "
162,Iceland,"6,144",22,29 ,,"6,039",+3,76,1,"17,919",85,"527,579","1,538,728","342,867 "
163,Mongolia,"5,610",218,5 ,,"3,947",+189,"1,658",22,"1,691",2,"2,145,944","646,985","3,316,836 "
164,Gambia,"5,303",48,161 ,,"4,926",+51,216,3,"2,150",65,"53,586","21,730","2,465,957 "
165,CAR,"5,088",1,64 ,,"4,957",+19,67,2,"1,040",13,"38,422","7,856","4,891,042 "
166,Niger,"4,955",16,185 ,,"4,563",+10,207,1,199,7,"87,266","3,513","24,840,258 "
167,San Marino,"4,484",48,82 ,+2,"3,914",+40,488,9,"131,948","2,413","51,114","1,504,105","33,983 "
168,Chad,"4,453",13,158 ,,"4,072",+13,223,,266,9,,,"16,767,947 "
169,Gibraltar,"4,271",,94 ,,"4,160",+4,17,1,"126,796","2,791","208,125","6,178,750","33,684 "
170,Saint Lucia,"4,161",12,58 ,+1,"3,977",+14,126,2,"22,584",315,"35,015","190,048","184,243 "
171,Papua New Guinea,"4,109",351,39 ,+2,846,,"3,224",,453,4,"55,411","6,109","9,070,604 "
172,Channel Islands,"4,046",,86 ,,"3,960",,0,1,"23,115",491,"399,901","2,284,666","175,037 "
173,Sierra Leone,"3,953",4,79 ,,"2,796",+4,"1,078",,488,10,"116,448","14,385","8,095,190 "
174,Seychelles,"3,882",54,18 ,,"3,318",+113,546,,"39,294",182,"5,200","52,635","98,793 "
175,Yemen,"3,703",91,800 ,+15,"1,577",+11,"1,326",23,122,26,"17,544",579,"30,304,252 "
176,Comoros,"3,682",1,146 ,,"3,491",+8,45,,"4,169",165,,,"883,093 "
177,Guinea-Bissau,"3,591",5,56 ,,"2,901",+10,634,16,"1,794",28,"57,291","28,619","2,001,842 "
178,Barbados,"3,582",8,40 ,,"3,401",+11,141,,"12,453",139,"137,567","478,271","287,634 "
179,Eritrea,"3,183",20,8 ,,"2,962",+39,213,,889,2,"23,693","6,614","3,582,295 "
180,Burundi,"2,657",29,6 ,,773,,"1,878",,219,0.5,"90,019","7,410","12,147,673 "
181,Liechtenstein,"2,636",2,56 ,,"2,548",+6,32,,"68,991","1,466","29,848","781,198","38,208 "
182,Vietnam,"2,576",1,35 ,,"2,265",+19,276,,26,0.4,"2,598,753","26,523","97,980,062 "
183,New Zealand,"2,470",8,26 ,,"2,377",+4,67,,494,5,"1,861,752","372,194","5,002,100 "
184,Turks and Caicos,"2,315",8,17 ,,"2,183",+9,115,2,"59,207",435,"20,896","534,425","39,100 "
185,Monaco,"2,210",11,28 ,+1,"2,040",+10,142,3,"56,026",710,"51,953","1,317,066","39,446 "
186,Sao Tome and Principe,"2,174",15,34 ,,"2,015",+16,125,,"9,787",153,"11,592","52,186","222,127 "
187,Sint Maarten,"2,114",6,27 ,,"2,062",+2,25,1,"48,899",625,"22,989","531,759","43,232 "
188,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,490","5,144,173 "
189,Cambodia,"1,817",29,5 ,+1,"1,033",+34,779,,108,0.3,"654,809","38,773","16,888,078 "
190,St. Vincent Grenadines,"1,703",3,10 ,,"1,529",+6,164,2,"15,315",90,"40,079","360,426","111,199 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,357",307,"23,812","608,271","39,147 "
192,Isle of Man,"1,530",14,26 ,,702,,802,12,"17,923",305,"42,077","492,918","85,363 "
193,Caribbean Netherlands,"1,192",73,10 ,,727,+79,455,,"45,148",379,"8,774","332,323","26,402 "
194,Antigua and Barbuda,"1,080",,28 ,,715,,337,45,"10,962",284,"16,190","164,327","98,523 "
195,Taiwan,"1,009",2,10 ,,969,,30,,42,0.4,"459,223","19,256","23,848,441 "
196,Bhutan,870,1,1 ,,867,,2,,"1,119",1,"578,215","743,373","777,826 "
197,Mauritius,850,,10 ,,592,,248,,668,8,"289,552","227,400","1,273,318 "
198,Bermuda,840,,12 ,,715,,113,,"13,525",193,"189,077","3,044,277","62,109 "
199,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
201,Diamond Princess,712,,13 ,,699,,0,,,,,, 
202,Faeroe Islands,661,,1 ,,660,,0,,"13,490",20,"238,640","4,870,303","48,999 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,969,196 "
204,Cayman Islands,482,,2 ,,449,+1,31,,"7,271",30,"80,080","1,208,080","66,287 "
205,Timor-Leste,372,21, ,,125,+1,247,,278,,"37,348","27,939","1,336,755 "
206,Wallis and Futuna,341,12,3 ,+1,18,,320,4,"30,740",270,"1,331","119,986","11,093 "
207,Brunei ,206,,3 ,,188,,15,,468,7,"112,060","254,366","440,546 "
208,Dominica,160,4, ,,151,+10,9,,"2,219",,"12,936","179,375","72,117 "
209,Grenada,154,,1 ,,151,,2,,"1,364",9,"23,330","206,632","112,906 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,036",33,"13,223","435,268","30,379 "
211,New Caledonia,116,, ,,58,,58,1,403,,"26,871","93,462","287,508 "
212,Fiji,67,,2 ,,64,,1,,74,2,"34,782","38,595","901,206 "
213,Falkland Islands,54,, ,,54,,0,,"15,194",,"7,125","2,004,783","3,554 "
214,Laos,49,, ,,45,,4,,7,,"128,483","17,474","7,352,700 "
215,Macao,48,, ,,47,,1,,73,,"4,369","6,662","655,805 "
216,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,055","53,475 "
217,Greenland,31,, ,,31,,0,,545,,"19,792","348,193","56,842 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,938","5,773 "
220,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,872","15,101 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,093","218,863","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,437","699,134 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,019 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,483 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,381 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,505","312,367 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,906 "
