,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
135,Cabo Verde,"17,125",,165 ,,"16,075",,885,23,"30,556",294,"127,143","226,863","560,439 "
136,French Guiana,"16,922",,89 ,,"9,995",,"6,838",6,"55,600",292,"158,139","519,594","304,351 "
137,Réunion,"15,561",,102 ,,"14,064",,"1,395",57,"17,289",113,"98,785","109,757","900,030 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,694,762 "
139,Haiti,"12,736",,251 ,,"10,754",,"1,731",,"1,107",22,"54,379","4,727","11,504,957 "
140,Burkina Faso,"12,692",,145 ,,"12,350",,197,,595,7,,,"21,322,675 "
141,Belize,"12,415",,317 ,,"12,061",,37,1,"30,812",787,"96,854","240,372","402,933 "
142,Andorra,"11,850",,115 ,,"11,204",,531,12,"153,188","1,487","193,595","2,502,650","77,356 "
143,Hong Kong,"11,455",8,205 ,,"11,040",,210,10,"1,519",27,"9,296,529","1,232,654","7,541,879 "
144,Guadeloupe,"11,298",,165 ,,"2,242",,"8,891",8,"28,233",412,"149,795","374,324","400,175 "
145,Somalia,"10,977",,496 ,,"4,719",,"5,762",,677,31,,,"16,217,591 "
146,Lesotho,"10,686",,315 ,,"4,438",,"5,933",,"4,959",146,"65,807","30,540","2,154,786 "
147,Guyana,"10,168",,227 ,,"8,879",,"1,062",13,"12,881",288,"88,135","111,654","789,357 "
148,South Sudan,"10,098",,108 ,,"9,454",,536,1,894,10,"129,749","11,492","11,290,451 "
149,Togo,"9,955",,107 ,,"7,732",,"2,116",,"1,182",13,"270,779","32,155","8,420,966 "
150,Mali,"9,871",,379 ,,"6,785",,"2,707",,477,18,"161,069","7,790","20,677,341 "
151,Congo,"9,681",,135 ,,"8,208",,"1,338",,"1,723",24,"92,500","16,466","5,617,601 "
152,Aruba,"9,259",,82 ,,"8,558",,619,8,"86,451",766,"124,026","1,158,028","107,101 "
153,Suriname,"9,097",,177 ,,"8,579",,341,3,"15,405",300,"44,541","75,428","590,511 "
154,Bahamas,"8,935",,188 ,,"7,757",,990,3,"22,562",475,"73,721","186,157","396,016 "
155,Trinidad and Tobago,"7,977",,142 ,,"7,595",,240,14,"5,686",101,"108,872","77,608","1,402,840 "
156,Martinique,"7,710",,49 ,,98,,"7,563",5,"20,557",131,"118,816","316,801","375,049 "
157,Mongolia,"7,589",575,6 ,,"4,711",+370,"2,872",34,"2,288",2,"2,217,603","668,532","3,317,124 "
158,Curaçao,"7,558",,30 ,,"5,096",,"2,432",38,"45,920",182,"67,178","408,156","164,589 "
159,Djibouti,"7,361",,67 ,,"6,280",,"1,014",,"7,371",67,"127,356","127,538","998,576 "
160,Benin,"7,100",,90 ,,"6,452",,558,35,575,7,"548,484","44,391","12,355,681 "
161,Equatorial Guinea,"6,902",,102 ,,"6,486",,314,10,"4,804",71,"109,065","75,918","1,436,623 "
162,Nicaragua,"6,629",,177 ,,"4,225",,"2,227",,992,26,,,"6,682,640 "
163,Iceland,"6,163",,29 ,,"6,039",,95,1,"17,974",85,"531,242","1,549,357","342,879 "
164,Gambia,"5,401",,163 ,,"5,030",,208,3,"2,190",66,"54,708","22,182","2,466,330 "
165,Papua New Guinea,"5,184",,45 ,,846,,"4,293",,571,5,"63,700","7,022","9,071,531 "
166,CAR,"5,088",,64 ,,"4,957",,67,2,"1,040",13,"38,422","7,855","4,891,501 "
167,Niger,"4,987",,185 ,,"4,586",,216,1,201,7,"88,333","3,555","24,845,075 "
168,San Marino,"4,631",6,84 ,,"4,029",,518,11,"136,270","2,472","52,049","1,531,574","33,984 "
169,Chad,"4,506",,162 ,,"4,109",,235,,269,10,,,"16,770,533 "
170,Gibraltar,"4,273",,94 ,,"4,167",,12,1,"126,855","2,791","211,131","6,267,991","33,684 "
171,Saint Lucia,"4,191",,58 ,,"4,099",,34,1,"22,747",315,"35,288","191,526","184,247 "
172,Seychelles,"4,084",,20 ,,"3,548",,516,,"41,337",202,"5,200","52,633","98,797 "
173,Channel Islands,"4,046",,86 ,,"3,956",,4,1,"23,114",491,"399,901","2,284,561","175,045 "
174,Yemen,"4,033",,851 ,,"1,606",,"1,576",23,133,28,"20,872",689,"30,307,850 "
175,Sierra Leone,"3,970",,79 ,,"2,801",,"1,090",,490,10,"116,448","14,383","8,096,078 "
176,Comoros,"3,690",,146 ,,"3,510",,34,,"4,178",165,,,"883,194 "
177,Guinea-Bissau,"3,634",,61 ,,"2,940",,633,16,"1,815",30,"58,033","28,986","2,002,097 "
178,Barbados,"3,629",,41 ,,"3,436",,152,,"12,617",143,"139,775","485,946","287,635 "
179,Eritrea,"3,208",,9 ,,"2,970",,229,,895,3,"23,693","6,613","3,582,563 "
180,Burundi,"2,757",,6 ,,773,,"1,978",,227,0.5,"90,019","7,409","12,149,617 "
181,Liechtenstein,"2,664",6,56 ,,"2,562",+9,46,,"69,722","1,466","32,252","844,094","38,209 "
182,Vietnam,"2,594",3,35 ,,"2,308",,251,,26,0.4,"2,598,753","26,522","97,984,843 "
183,New Zealand,"2,493",11,26 ,,"2,381",,86,,498,5,"1,887,079","377,257","5,002,100 "
184,Turks and Caicos,"2,327",1,17 ,,"2,203",+2,107,4,"59,510",435,"26,638","681,227","39,103 "
185,Cambodia,"2,273",40,11 ,+1,"1,172",+6,"1,090",,135,0.7,"668,542","39,584","16,889,343 "
186,Monaco,"2,259",,28 ,,"2,070",,161,10,"57,267",710,"51,953","1,317,033","39,447 "
187,Sao Tome and Principe,"2,212",,34 ,,"2,058",,120,,"9,957",153,"12,109","54,508","222,149 "
188,Sint Maarten,"2,130",,27 ,,"2,073",,30,1,"49,266",624,"23,608","546,039","43,235 "
189,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,488","5,144,824 "
190,St. Vincent Grenadines,"1,738",,10 ,,"1,587",,141,2,"15,629",90,"40,909","367,883","111,201 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,353",307,"23,812","608,209","39,151 "
192,Isle of Man,"1,558",,29 ,,"1,038",,491,12,"18,251",340,"44,761","524,342","85,366 "
193,Caribbean Netherlands,"1,300",,10 ,,885,,405,,"49,237",379,"9,003","340,984","26,403 "
194,Antigua and Barbuda,"1,128",,28 ,,784,,316,45,"11,449",284,"16,493","167,394","98,528 "
195,Bermuda,"1,028",,12 ,,722,,294,1,"16,552",193,"193,914","3,122,257","62,107 "
196,Taiwan,"1,023",1,10 ,,979,,34,,43,0.4,"459,223","19,256","23,848,676 "
197,Mauritius,949,16,10 ,,641,,298,,745,8,"289,552","227,397","1,273,330 "
198,Bhutan,872,,1 ,,867,,4,,"1,121",1,"586,497","753,976","777,872 "
199,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
201,Diamond Princess,712,,13 ,,699,,0,,,,,, 
202,Faeroe Islands,661,,1 ,,660,,0,,"13,490",20,"240,862","4,915,551","49,000 "
203,Timor-Leste,512,21, ,,170,+1,342,,383,,"40,432","30,243","1,336,892 "
204,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,978,530 "
205,Cayman Islands,487,,2 ,,462,,23,,"7,346",30,"81,247","1,225,611","66,291 "
206,Wallis and Futuna,385,11,4 ,,44,,337,4,"34,710",361,"1,331","119,996","11,092 "
207,Brunei ,207,,3 ,,191,,13,,470,7,"113,535","257,701","440,569 "
208,Dominica,161,, ,,153,,8,,"2,232",,"13,201","183,047","72,118 "
209,Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,465","112,908 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,036",33,"13,223","435,253","30,380 "
211,New Caledonia,121,, ,,58,,63,,421,,"28,230","98,183","287,523 "
212,Fiji,67,,2 ,,64,,1,,74,2,"36,597","40,607","901,242 "
213,Falkland Islands,54,, ,,54,,0,,"15,194",,"7,125","2,004,783","3,554 "
214,Laos,49,, ,,45,,4,,7,,"129,999","17,679","7,353,277 "
215,Macao,48,, ,,48,,0,,73,,"4,369","6,662","655,853 "
216,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,048","53,477 "
217,Greenland,31,, ,,31,,0,,545,,"20,669","363,616","56,843 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"5,126","887,927","5,773 "
220,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,824","15,102 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,436","699,226 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,100 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,485 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,388 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,504","312,407 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,912 "
