,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
90,S. Korea,"101,757",482,"1,722 ",+1,"93,855",+380,"6,180",104,"1,983",34,"7,595,596","148,057","51,301,850 "
91,Latvia,"101,040",324,"1,878 ",+6,"92,014",,"7,148",92,"54,012","1,004","1,847,606","987,658","1,870,694 "
92,Uruguay,"97,406","1,539",915 ,+14,"77,567","+1,537","18,924",295,"27,969",263,"1,319,969","379,015","3,482,633 "
93,Norway,"92,818",422,656 ,,"74,332",,"17,830",46,"17,023",120,"4,464,591","818,810","5,452,537 "
94,Sri Lanka,"92,088",249,561 ,+3,"88,623",+235,"2,904",,"4,287",26,"2,352,000","109,499","21,479,631 "
95,Ghana,"90,287",,740 ,,"87,137",,"2,410",40,"2,862",23,"986,349","31,264","31,549,008 "
96,China,"90,167",8,"4,636 ",,"85,364",+2,167,1,63,3,"160,000,000","111,163","1,439,323,776 "
97,Montenegro,"90,083",351,"1,245 ",+4,"81,936",+547,"6,902",69,"143,416","1,982","333,750","531,343","628,125 "
98,Kyrgyzstan,"88,092",146,"1,495 ",+1,"84,600",+63,"1,997",16,"13,340",226,"839,973","127,204","6,603,360 "
99,Zambia,"87,872",145,"1,200 ",+2,"84,347",+83,"2,325",90,"4,684",64,"1,234,776","65,818","18,760,573 "
100,Uzbekistan,"82,340",194,626 ,+1,"80,523",+163,"1,191",23,"2,434",19,"1,377,915","40,735","33,826,272 "
101,Finland,"76,003",458,817 ,,"46,000",,"29,186",59,"13,701",147,"3,899,754","703,027","5,547,090 "
102,Cuba,"72,503",919,415 ,+1,"68,499",+802,"3,589",65,"6,404",37,"2,924,071","258,276","11,321,495 "
103,Mozambique,"67,197",186,764 ,+2,"55,275",+108,"11,158",,"2,107",24,"476,561","14,941","31,895,984 "
104,El Salvador,"63,766",,"2,000 ",+2,"61,009",,757,31,"9,794",307,"827,129","127,047","6,510,394 "
105,Luxembourg,"60,755",,738 ,,"56,318",,"3,699",21,"95,908","1,165","2,365,902","3,734,835","633,469 "
106,Singapore,"60,300",12,30 ,,"60,122",+9,148,1,"10,248",5,"8,307,697","1,411,839","5,884,310 "
107,Afghanistan,"56,322",28,"2,472 ",+2,"50,013",+19,"3,837","1,108","1,423",62,"342,341","8,651","39,571,332 "
109,Cameroon,"47,669",,721 ,,"35,261",,"11,687",53,"1,764",27,"905,000","33,481","27,029,947 "
110,Cyprus,"44,631",326,252 ,+2,"2,057",,"42,322",51,"36,768",208,"3,163,098","2,605,841","1,213,849 "
111,Namibia,"43,632",133,509 ,+1,"41,398",+106,"1,725",34,"16,946",198,"343,049","133,237","2,574,723 "
112,Ivory Coast,"43,180",319,237 ,+5,"38,719",+129,"4,224",,"1,608",9,"510,008","18,990","26,856,830 "
113,Uganda,"40,794",27,335 ,,"40,422",+43,37,,872,7,"933,199","19,942","46,795,872 "
114,Senegal,"38,520",64,"1,037 ",+3,"36,753",+331,730,33,"2,257",61,"435,986","25,546","17,066,949 "
115,Botswana,"38,466",,506 ,,"33,903",,"4,057",1,"16,118",212,"910,730","381,619","2,386,489 "
116,Jamaica,"38,227",480,570 ,+4,"17,197",+181,"20,460",44,"12,868",192,"276,292","93,005","2,970,722 "
117,Zimbabwe,"36,822",4,"1,520 ",+1,"34,603",+28,699,13,"2,451",101,"375,422","24,991","15,022,191 "
118,Malawi,"33,481",23,"1,114 ",+1,"29,611",+26,"2,756",33,"1,718",57,"216,858","11,126","19,491,924 "
119,Sudan,"29,661",,"2,028 ",,"23,990",,"3,643",,665,45,"231,694","5,195","44,599,838 "
120,Australia,"29,255",6,909 ,,"26,269",+1,"2,077",,"1,138",35,"15,434,338","600,139","25,717,960 "
121,Malta,"28,875",67,387 ,+2,"27,086",+323,"1,402",,"65,267",875,"803,183","1,815,460","442,413 "
122,Thailand,"28,734",77,94 ,+1,"27,239",+103,"1,401",1,411,1,"8,074,112","115,461","69,929,559 "
123,DRC,"27,930",43,739 ,+5,"25,398",,"1,793",,305,8,,,"91,550,864 "
124,Madagascar,"23,585",161,387 ,+6,"21,636",+67,"1,562",26,836,14,"139,760","4,954","28,212,328 "
125,Maldives,"23,524",121,66 ,,"20,723",+105,"2,735",93,"42,963",121,"639,691","1,168,296","547,542 "
126,Angola,"22,063",32,533 ,,"20,289",+20,"1,241",16,656,16,"415,664","12,366","33,613,013 "
127,Rwanda,"21,419",49,301 ,,"19,785",+44,"1,333",7,"1,624",23,"1,123,901","85,225","13,187,441 "
128,Guinea,"19,670",169,120 ,+4,"16,425",+75,"3,125",24,"1,469",9,"177,990","13,289","13,393,481 "
129,Mayotte,"19,306",,154 ,,"2,964",,"16,188",16,"69,536",555,"151,773","546,656","277,639 "
130,Gabon,"18,777",,111 ,,"16,074",,"2,592",27,"8,293",49,"621,314","274,404","2,264,232 "
131,French Polynesia,"18,607",,141 ,,"4,842",,"13,624",2,"65,957",500,"26,355","93,422","282,108 "
132,Syria,"18,498",142,"1,239 ",+12,"12,377",+120,"4,882",,"1,039",70,,,"17,812,193 "
133,Mauritania,"17,771",15,448 ,,"17,008",+19,315,14,"3,750",95,"201,536","42,526","4,739,133 "
134,Eswatini,"17,321",3,667 ,+1,"16,418",+29,236,6,"14,817",571,"172,043","147,168","1,169,023 "
135,Cabo Verde,"17,125",107,165 ,,"16,075",+25,885,23,"30,556",294,"127,143","226,863","560,439 "
136,French Guiana,"16,922",,89 ,,"9,995",,"6,838",6,"55,600",292,"158,139","519,594","304,351 "
137,Réunion,"15,561",,102 ,,"14,064",,"1,395",57,"17,289",113,"98,785","109,757","900,030 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,694,762 "
139,Haiti,"12,736",,251 ,,"10,754",,"1,731",,"1,107",22,"54,379","4,727","11,504,957 "
140,Burkina Faso,"12,692",19,145 ,,"12,350",+20,197,,595,7,,,"21,322,675 "
141,Belize,"12,415",,317 ,,"12,061",,37,1,"30,812",787,"96,854","240,372","402,933 "
142,Andorra,"11,850",41,115 ,,"11,204",+32,531,12,"153,188","1,487","193,595","2,502,650","77,356 "
143,Hong Kong,"11,447",1,205 ,,"11,040",,202,10,"1,518",27,"9,296,529","1,232,654","7,541,879 "
144,Guadeloupe,"11,298",,165 ,,"2,242",,"8,891",8,"28,233",412,"149,795","374,324","400,175 "
145,Somalia,"10,977",139,496 ,+8,"4,719",+41,"5,762",,677,31,,,"16,217,591 "
146,Lesotho,"10,686",,315 ,,"4,438",,"5,933",,"4,959",146,"65,807","30,540","2,154,786 "
147,Guyana,"10,168",96,227 ,+2,"8,879",+37,"1,062",13,"12,881",288,"88,135","111,654","789,357 "
148,South Sudan,"10,098",19,108 ,,"9,454",+63,536,1,894,10,"129,749","11,492","11,290,451 "
149,Togo,"9,955",279,107  ,,"7,732",+165,"2,116",,"1,182",13,"270,779","32,155","8,420,966 "
150,Mali,"9,871",98,379 ,+3,"6,785",+22,"2,707",,477,18,"161,069","7,790","20,677,341 "
151,Congo,"9,681",,135 ,,"8,208",,"1,338",,"1,723",24,"92,500","16,466","5,617,601 "
152,Aruba,"9,259",45,82 ,,"8,558",+103,619,8,"86,451",766,"124,026","1,158,028","107,101 "
153,Suriname,"9,097",2,177 ,,"8,579",+2,341,3,"15,405",300,"44,541","75,428","590,511 "
154,Bahamas,"8,935",,188 ,,"7,757",,990,3,"22,562",475,"73,721","186,157","396,016 "
155,Trinidad and Tobago,"7,977",23,142 ,,"7,595",+5,240,14,"5,686",101,"108,872","77,608","1,402,840 "
156,Martinique,"7,710",,49 ,,98,,"7,563",5,"20,557",131,"118,816","316,801","375,049 "
157,Curaçao,"7,558",223,30 ,,"5,096",+25,"2,432",38,"45,920",182,"67,178","408,156","164,589 "
158,Djibouti,"7,361",112,67 ,+1,"6,280",+30,"1,014",,"7,371",67,"127,356","127,538","998,576 "
159,Benin,"7,100",,90 ,,"6,452",,558,35,575,7,"548,484","44,391","12,355,681 "
160,Mongolia,"7,014",321,6 ,,"4,341",+104,"2,667",34,"2,114",2,"2,204,393","664,549","3,317,124 "
161,Equatorial Guinea,"6,902",,102 ,,"6,486",,314,10,"4,804",71,"109,065","75,918","1,436,623 "
162,Nicaragua,"6,629",,177 ,,"4,225",,"2,227",,992,26,,,"6,682,640 "
163,Iceland,"6,163",,29 ,,"6,039",,95,1,"17,974",85,"531,242","1,549,357","342,879 "
164,Gambia,"5,401",36,163 ,,"5,030",+40,208,3,"2,190",66,"54,708","22,182","2,466,330 "
165,Papua New Guinea,"5,184",524,45 ,+6,846,,"4,293",,571,5,"63,700","7,022","9,071,531 "
166,CAR,"5,088",,64 ,,"4,957",,67,2,"1,040",13,"38,422","7,855","4,891,501 "
167,Niger,"4,987",15,185 ,,"4,586",+8,216,1,201,7,"88,333","3,555","24,845,075 "
168,San Marino,"4,625",22,84 ,,"4,029",+29,512,9,"136,093","2,472","51,882","1,526,660","33,984 "
169,Chad,"4,506",5,162 ,+2,"4,109",+10,235,,269,10,,,"16,770,533 "
170,Gibraltar,"4,273",,94 ,,"4,167",+1,12,1,"126,855","2,791","211,131","6,267,991","33,684 "
171,Saint Lucia,"4,191",,58 ,,"4,099",,34,1,"22,747",315,"35,288","191,526","184,247 "
172,Seychelles,"4,084",88,20 ,,"3,548",+230,516,,"41,337",202,"5,200","52,633","98,797 "
173,Channel Islands,"4,046",,86 ,,"3,956",,4,1,"23,114",491,"399,901","2,284,561","175,045 "
174,Yemen,"4,033",64,851 ,+19,"1,606",+16,"1,576",23,133,28,"20,872",689,"30,307,850 "
175,Sierra Leone,"3,970",8,79 ,,"2,801",+1,"1,090",,490,10,"116,448","14,383","8,096,078 "
176,Comoros,"3,690",,146 ,,"3,510",,34,,"4,178",165,,,"883,194 "
177,Guinea-Bissau,"3,634",4,61 ,,"2,940",+10,633,16,"1,815",30,"58,033","28,986","2,002,097 "
178,Barbados,"3,629",20,41 ,,"3,436",+14,152,,"12,617",143,"139,775","485,946","287,635 "
179,Eritrea,"3,208",,9 ,,"2,970",,229,,895,3,"23,693","6,613","3,582,563 "
180,Burundi,"2,757",100,6 ,,773,,"1,978",,227,0.5,"90,019","7,409","12,149,617 "
181,Liechtenstein,"2,658",9,56 ,,"2,553",,49,,"69,565","1,466","32,252","844,094","38,209 "
182,Vietnam,"2,591",5,35 ,,"2,308",,248,,26,0.4,"2,598,753","26,522","97,984,843 "
183,New Zealand,"2,482",1,26 ,,"2,381",,75,,496,5,"1,884,329","376,708","5,002,100 "
184,Turks and Caicos,"2,326",1,17 ,,"2,201",+4,108,4,"59,484",435,"26,003","664,987","39,103 "
185,Monaco,"2,259",5,28 ,,"2,070",+13,161,10,"57,267",710,"51,953","1,317,033","39,447 "
186,Cambodia,"2,233",86,10 ,+2,"1,166",+34,"1,057",,132,0.6,"668,542","39,584","16,889,343 "
187,Sao Tome and Principe,"2,212",2,34 ,,"2,058",,120,,"9,957",153,"12,109","54,508","222,149 "
188,Sint Maarten,"2,130",,27 ,,"2,073",,30,1,"49,266",624,"23,608","546,039","43,235 "
189,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,488","5,144,824 "
190,St. Vincent Grenadines,"1,738",15,10 ,,"1,587",+4,141,2,"15,629",90,"40,909","367,883","111,201 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,353",307,"23,812","608,209","39,151 "
192,Isle of Man,"1,558",3,29 ,+2,"1,038",+61,491,12,"18,251",340,"44,761","524,342","85,366 "
193,Caribbean Netherlands,"1,300",,10 ,,885,,405,,"49,237",379,"9,003","340,984","26,403 "
194,Antigua and Barbuda,"1,128",,28 ,,784,,316,45,"11,449",284,"16,493","167,394","98,528 "
195,Bermuda,"1,028",81,12 ,,722,,294,1,"16,552",193,"193,914","3,122,257","62,107 "
196,Taiwan,"1,022",2,10 ,,979,+1,33,,43,0.4,"459,223","19,256","23,848,676 "
197,Mauritius,933,33,10 ,,641,+49,282,,733,8,"289,552","227,397","1,273,330 "
198,Bhutan,872,1,1 ,,867,,4,,"1,121",1,"586,497","753,976","777,872 "
199,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
201,Diamond Princess,712,,13 ,,699,,0,,,,,, 
202,Faeroe Islands,661,,1 ,,660,,0,,"13,490",20,"240,418","4,906,490","49,000 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,978,530 "
204,Timor-Leste,491,11, ,,169,+13,322,,367,,"39,934","29,871","1,336,892 "
205,Cayman Islands,487,,2 ,,462,,23,,"7,346",30,"81,247","1,225,611","66,291 "
206,Wallis and Futuna,374,7,4 ,,44,,326,4,"33,718",361,"1,331","119,996","11,092 "
207,Brunei ,207,1,3 ,,191,+3,13,,470,7,"113,535","257,701","440,569 "
208,Dominica,161,, ,,153,,8,,"2,232",,"13,201","183,047","72,118 "
209,Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,465","112,908 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,036",33,"13,223","435,253","30,380 "
211,New Caledonia,121,, ,,58,,63,,421,,"27,984","97,328","287,523 "
212,Fiji,67,,2 ,,64,,1,,74,2,"36,597","40,607","901,242 "
213,Falkland Islands,54,, ,,54,,0,,"15,194",,"7,125","2,004,783","3,554 "
214,Laos,49,, ,,45,,4,,7,,"129,999","17,679","7,353,277 "
215,Macao,48,, ,,48,,0,,73,,"4,369","6,662","655,853 "
216,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,048","53,477 "
217,Greenland,31,, ,,31,,0,,545,,"20,669","363,616","56,843 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"5,126","887,927","5,773 "
220,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,824","15,102 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,436","699,226 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,100 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,485 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,388 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,504","312,407 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,912 "
