,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
74,Guatemala,"193,050",917,"6,794 ",+19,"174,980",+637,"11,276",5,"10,631",374,"1,040,835","57,318","18,159,082 "
75,Armenia,"189,540","1,094","3,450 ",+16,"170,903",+743,"15,187",,"63,875","1,163","833,912","281,030","2,967,342 "
76,Honduras,"186,337",853,"4,536 ",+9,"71,027",+600,"110,774",464,"18,596",453,"505,898","50,486","10,020,496 "
77,Qatar,"177,135",614,284 ,+2,"162,555",+382,"14,296",259,"63,087",101,"1,706,760","607,863","2,807,805 "
78,Bosnia and Herzegovina,"163,875","1,843","6,301 ",+81,"128,241",,"29,333",,"50,181","1,929","769,406","235,604","3,265,672 "
79,Nigeria,"162,489",101,"2,041 ",+2,"150,205",+219,"10,243",10,774,10,"1,727,467","8,231","209,882,707 "
80,Libya,"156,116",,"2,602 ",,"143,697",,"9,817",,"22,495",375,"842,538","121,401","6,940,102 "
81,Venezuela,"155,663",758,"1,555 ",+12,"144,229",+761,"9,879",162,"5,486",55,"3,102,996","109,352","28,376,211 "
82,Oman,"153,838",,"1,650 ",,"140,766",,"11,422",128,"29,574",317,"1,550,000","297,977","5,201,746 "
83,Myanmar,"142,377",37,"3,206 ",+1,"131,788",+7,"7,383",,"2,604",59,"2,533,483","46,334","54,679,210 "
84,Bahrain,"140,818",865,513 ,+1,"132,455",+861,"7,850",54,"80,712",294,"3,514,202","2,014,217","1,744,699 "
85,Kenya,"129,330","1,152","2,104 ",+6,"91,665",+152,"35,561",124,"2,367",39,"1,463,458","26,784","54,640,173 "
86,North Macedonia,"126,230","1,320","3,642 ",+35,"104,345",+514,"18,243",124,"60,591","1,748","612,694","294,096","2,083,311 "
87,Albania,"123,641",425,"2,204 ",+12,"88,899",+550,"32,538",46,"42,999",766,"543,915","189,157","2,875,469 "
88,Algeria,"116,750",93,"3,077 ",+3,"81,242",+82,"32,431",20,"2,628",69,"230,751","5,193","44,432,996 "
89,Estonia,"102,738","1,151",860 ,+13,"76,631","+4,606","25,247",69,"77,410",648,"1,124,499","847,275","1,327,195 "
90,S. Korea,"101,275",505,"1,721 ",+5,"93,475",+845,"6,079",103,"1,974",34,"7,572,568","147,608","51,301,850 "
91,Latvia,"100,716",602,"1,872 ",+5,"92,014",+287,"6,830",69,"53,839","1,001","1,843,015","985,204","1,870,694 "
92,Uruguay,"95,867","2,136",901 ,+26,"76,030","+1,691","18,936",273,"27,527",259,"1,308,552","375,736","3,482,633 "
93,Norway,"92,396",389,656 ,,"74,332",,"17,408",46,"16,946",120,"4,464,591","818,810","5,452,537 "
94,Sri Lanka,"91,839",278,558 ,+1,"88,388",+243,"2,893",,"4,276",26,"2,352,000","109,499","21,479,631 "
95,Ghana,"90,287",,740 ,,"87,137",,"2,410",40,"2,862",23,"986,349","31,264","31,549,008 "
96,China,"90,159",12,"4,636 ",,"85,362",+14,161,1,63,3,"160,000,000","111,163","1,439,323,776 "
97,Montenegro,"89,732",369,"1,241 ",+7,"81,389",+554,"7,102",69,"142,857","1,976","332,182","528,847","628,125 "
98,Kyrgyzstan,"87,946",88,"1,494 ",,"84,537",+68,"1,915",16,"13,318",226,"836,395","126,662","6,603,360 "
99,Zambia,"87,727",288,"1,198 ",+4,"84,264",+246,"2,265",102,"4,676",64,"1,229,959","65,561","18,760,573 "
100,Uzbekistan,"82,146",186,625 ,+1,"80,360",+112,"1,161",23,"2,428",18,"1,377,915","40,735","33,826,272 "
101,Finland,"75,545",791,817 ,,"46,000",,"28,728",59,"13,619",147,"3,896,942","702,520","5,547,090 "
102,Cuba,"71,584",950,414 ,+1,"67,697",+850,"3,473",66,"6,323",37,"2,904,058","256,508","11,321,495 "
103,Mozambique,"67,011",132,762 ,+4,"55,167",+93,"11,082",,"2,101",24,"472,501","14,814","31,895,984 "
104,El Salvador,"63,766",,"1,998 ",+2,"61,009",,759,35,"9,794",307,"827,129","127,047","6,510,394 "
105,Luxembourg,"60,755",290,738 ,,"56,318",,"3,699",21,"95,908","1,165","2,365,902","3,734,835","633,469 "
106,Singapore,"60,288",23,30 ,,"60,113",+10,145,1,"10,246",5,"8,307,697","1,411,839","5,884,310 "
107,Afghanistan,"56,294",4,"2,470 ",+1,"49,994",,"3,830","1,105","1,423",62,"340,347","8,601","39,571,332 "
109,Cameroon,"47,669",,721 ,,"35,261",,"11,687",53,"1,764",27,"905,000","33,481","27,029,947 "
110,Cyprus,"44,305",334,250 ,+2,"2,057",,"41,998",51,"36,500",206,"3,108,008","2,560,457","1,213,849 "
111,Namibia,"43,499",320,508 ,+4,"41,292",+139,"1,699",37,"16,895",197,"341,664","132,699","2,574,723 "
112,Ivory Coast,"42,861",393,232 ,+3,"38,590",+344,"4,039",,"1,596",9,"505,960","18,839","26,856,830 "
113,Uganda,"40,767",16,335 ,,"40,379",,53,,871,7,"930,429","19,883","46,795,872 "
114,Botswana,"38,466",,506 ,,"33,903",,"4,057",1,"16,118",212,"910,730","381,619","2,386,489 "
115,Senegal,"38,456",102,"1,034 ",+3,"36,422",+315,"1,000",29,"2,253",61,"434,136","25,437","17,066,949 "
116,Jamaica,"37,747",289,566 ,+9,"17,016",+168,"20,165",46,"12,706",191,"273,688","92,128","2,970,722 "
117,Zimbabwe,"36,818",13,"1,519 ",+1,"34,575",+3,724,13,"2,451",101,"372,334","24,786","15,022,191 "
118,Malawi,"33,458",43,"1,113 ",+1,"29,585",+168,"2,760",33,"1,717",57,"216,348","11,099","19,491,924 "
119,Sudan,"29,661",,"2,028 ",,"23,990",,"3,643",,665,45,"231,694","5,195","44,599,838 "
120,Australia,"29,249",11,909 ,,"26,268",+5,"2,072",,"1,137",35,"15,398,824","598,758","25,717,960 "
121,Malta,"28,808",93,385 ,+3,"26,763",+283,"1,660",,"65,116",870,"800,827","1,810,134","442,413 "
122,Thailand,"28,657",80,93 ,+1,"27,136",+104,"1,428",1,410,1,"8,074,112","115,461","69,929,559 "
123,DRC,"27,887",93,734 ,+8,"25,398",+43,"1,755",,305,8,,,"91,550,864 "
124,Madagascar,"23,424",194,381 ,+3,"21,569",+108,"1,474",26,830,14,"139,250","4,936","28,212,328 "
125,Maldives,"23,403",166,66 ,,"20,618",+89,"2,719",103,"42,742",121,"635,503","1,160,647","547,542 "
126,Angola,"22,031",70,533 ,+1,"20,269",+19,"1,229",15,655,16,"415,664","12,366","33,613,013 "
127,Rwanda,"21,370",61,301 ,+1,"19,741",+84,"1,328",7,"1,620",23,"1,113,323","84,423","13,187,441 "
128,Guinea,"19,501",98,116 ,,"16,350",+80,"3,035",24,"1,456",9,"175,495","13,103","13,393,481 "
129,Mayotte,"19,306",,154 ,,"2,964",,"16,188",16,"69,536",555,"151,773","546,656","277,639 "
130,Gabon,"18,777",351,111 ,+2,"16,074",+211,"2,592",27,"8,293",49,"621,314","274,404","2,264,232 "
131,French Polynesia,"18,607",,141 ,,"4,842",,"13,624",2,"65,957",500,"26,355","93,422","282,108 "
132,Syria,"18,356",155,"1,227 ",+11,"12,257",+115,"4,872",,"1,031",69,,,"17,812,193 "
133,Mauritania,"17,756",11,448 ,,"16,989",+13,319,14,"3,747",95,"200,603","42,329","4,739,133 "
134,Eswatini,"17,318",6,666 ,,"16,389",+76,263,6,"14,814",570,"169,857","145,298","1,169,023 "
135,Cabo Verde,"17,018",107,165 ,,"16,050",+39,803,23,"30,365",294,"127,143","226,863","560,439 "
136,French Guiana,"16,922",,89 ,,"9,995",,"6,838",6,"55,600",292,"158,139","519,594","304,351 "
137,Réunion,"15,561",,102 ,,"14,064",,"1,395",57,"17,289",113,"98,785","109,757","900,030 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,694,762 "
139,Haiti,"12,736",,251 ,,"10,754",,"1,731",,"1,107",22,"54,379","4,727","11,504,957 "
140,Burkina Faso,"12,673",23,145 ,,"12,330",+16,198,,594,7,,,"21,322,675 "
141,Belize,"12,415",,317 ,,"12,061",,37,1,"30,812",787,"96,854","240,372","402,933 "
142,Andorra,"11,809",77,115 ,+1,"11,172",+23,522,12,"152,658","1,487","193,595","2,502,650","77,356 "
143,Hong Kong,"11,446",6,205 ,,"11,040",+17,201,10,"1,518",27,"9,296,529","1,232,654","7,541,879 "
144,Guadeloupe,"11,298",,165 ,,"2,242",,"8,891",8,"28,233",412,"149,795","374,324","400,175 "
145,Somalia,"10,838",174,488 ,+17,"4,678",+44,"5,672",,668,30,,,"16,217,591 "
146,Lesotho,"10,686",,315 ,,"4,438",,"5,933",,"4,959",146,"65,807","30,540","2,154,786 "
147,South Sudan,"10,079",31,108 ,,"9,391",+61,580,1,893,10,"129,260","11,449","11,290,451 "
148,Guyana,"10,072",65,225 ,,"8,842",+41,"1,005",13,"12,760",285,"87,181","110,446","789,357 "
149,Mali,"9,773",54,376 ,,"6,763",+12,"2,634",,473,18,"161,069","7,790","20,677,341 "
150,Congo,"9,681",,135 ,,"8,208",,"1,338",,"1,723",24,"92,500","16,466","5,617,601 "
151,Togo,"9,676",,107 ,,"7,567",,"2,002",,"1,149",13,"267,873","31,810","8,420,966 "
152,Aruba,"9,214",72,82 ,,"8,455",+54,677,8,"86,031",766,"123,265","1,150,923","107,101 "
153,Suriname,"9,095",7,177 ,,"8,577",+2,341,5,"15,402",300,"44,475","75,316","590,511 "
154,Bahamas,"8,935",,188 ,,"7,757",,990,3,"22,562",475,"73,721","186,157","396,016 "
155,Trinidad and Tobago,"7,954",15,142 ,+1,"7,590",+9,222,13,"5,670",101,"108,872","77,608","1,402,840 "
156,Martinique,"7,710",,49 ,,98,,"7,563",5,"20,557",131,"118,816","316,801","375,049 "
157,Curaçao,"7,335",278,30 ,+2,"5,071",+63,"2,234",38,"44,566",182,"66,012","401,072","164,589 "
158,Djibouti,"7,249",80,66 ,,"6,250",+15,933,,"7,259",66,"126,763","126,944","998,576 "
159,Benin,"7,100",,90 ,,"6,452",,558,35,575,7,"548,484","44,391","12,355,681 "
160,Equatorial Guinea,"6,902",51,102 ,,"6,486",+151,314,10,"4,804",71,"109,065","75,918","1,436,623 "
161,Mongolia,"6,693",361,6 ,+1,"4,237",+87,"2,450",34,"2,018",2,"2,191,336","660,613","3,317,124 "
162,Nicaragua,"6,629",,177 ,,"4,225",,"2,227",,992,26,,,"6,682,640 "
163,Iceland,"6,163",,29 ,,"6,039",,95,1,"17,974",85,"531,242","1,549,357","342,879 "
164,Gambia,"5,365",,163 ,,"4,990",,212,3,"2,175",66,"54,292","22,013","2,466,330 "
165,CAR,"5,088",,64 ,,"4,957",,67,2,"1,040",13,"38,422","7,855","4,891,501 "
166,Niger,"4,972",,185 ,,"4,578",,209,1,200,7,"87,905","3,538","24,845,075 "
167,Papua New Guinea,"4,660",,39 ,,846,,"3,775",,514,4,"63,700","7,022","9,071,531 "
168,San Marino,"4,603",55,84 ,,"4,000",+51,519,9,"135,446","2,472","51,882","1,526,660","33,984 "
169,Chad,"4,501",21,160 ,+2,"4,099",+5,242,,268,10,,,"16,770,533 "
170,Gibraltar,"4,273",,94 ,,"4,166",+5,13,1,"126,855","2,791","210,644","6,253,533","33,684 "
171,Saint Lucia,"4,191",,58 ,,"4,099",,34,1,"22,747",315,"35,288","191,526","184,247 "
172,Channel Islands,"4,046",,86 ,,"3,960",,0,1,"23,114",491,"399,901","2,284,561","175,045 "
173,Seychelles,"3,996",,20 ,,"3,318",,658,,"40,447",202,"5,200","52,633","98,797 "
174,Yemen,"3,969",69,832 ,+12,"1,590",+2,"1,547",23,131,27,"20,872",689,"30,307,850 "
175,Sierra Leone,"3,962",,79 ,,"2,800",,"1,083",,489,10,"116,448","14,383","8,096,078 "
176,Comoros,"3,690",1,146 ,,"3,510",+16,34,,"4,178",165,,,"883,194 "
177,Guinea-Bissau,"3,630",15,61 ,,"2,930",+9,639,16,"1,813",30,"57,960","28,950","2,002,097 "
178,Barbados,"3,609",6,41 ,,"3,422",+3,146,,"12,547",143,"139,417","484,701","287,635 "
179,Eritrea,"3,208",,9 ,,"2,970",,229,,895,3,"23,693","6,613","3,582,563 "
180,Burundi,"2,657",,6  ,,773,,"1,878",,219,0.5,"90,019","7,409","12,149,617 "
181,Liechtenstein,"2,649",4,56 ,,"2,553",,40,,"69,329","1,466","32,252","844,094","38,209 "
182,Vietnam,"2,586",,35 ,,"2,308",+43,243,,26,0.4,"2,598,753","26,522","97,984,843 "
183,New Zealand,"2,481",2,26 ,,"2,381",+2,74,,496,5,"1,880,007","375,844","5,002,100 "
184,Turks and Caicos,"2,325",7,17 ,,"2,197",+10,111,4,"59,458",435,"24,924","637,394","39,103 "
185,Monaco,"2,254",6,28 ,,"2,057",+5,169,9,"57,140",710,"51,953","1,317,033","39,447 "
186,Sao Tome and Principe,"2,210",14,34 ,,"2,058",+17,118,,"9,948",153,"12,109","54,508","222,149 "
187,Cambodia,"2,147",179,8 ,,"1,132",+58,"1,007",,127,0.5,"668,542","39,584","16,889,343 "
188,Sint Maarten,"2,130",6,27 ,,"2,073",+9,30,1,"49,266",624,"23,608","546,039","43,235 "
189,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,488","5,144,824 "
190,St. Vincent Grenadines,"1,723",2,10 ,,"1,583",+6,130,2,"15,494",90,"40,909","367,883","111,201 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,353",307,"23,812","608,209","39,151 "
192,Isle of Man,"1,555",4,27 ,,977,+126,551,12,"18,216",316,"44,761","524,342","85,366 "
193,Caribbean Netherlands,"1,300",36,10 ,,885,+78,405,,"49,237",379,"9,003","340,984","26,403 "
194,Antigua and Barbuda,"1,128",25,28 ,,784,+36,316,45,"11,449",284,"16,493","167,394","98,528 "
195,Taiwan,"1,020",7,10 ,,978,+5,32,,43,0.4,"459,223","19,256","23,848,676 "
196,Bermuda,947,33,12 ,,722,+4,213,,"15,248",193,"192,575","3,100,697","62,107 "
197,Mauritius,900,29,10 ,,592,,298,,707,8,"289,552","227,397","1,273,330 "
198,Bhutan,871,1,1 ,,867,,3,,"1,120",1,"586,497","753,976","777,872 "
199,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
201,Diamond Princess,712,,13 ,,699,,0,,,,,, 
202,Faeroe Islands,661,,1 ,,660,,0,,"13,490",20,"239,854","4,894,980","49,000 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,978,530 "
204,Cayman Islands,487,,2 ,,462,,23,,"7,346",30,"81,247","1,225,611","66,291 "
205,Timor-Leste,480,28, ,,156,+2,324,,359,,"39,449","29,508","1,336,892 "
206,Wallis and Futuna,367,9,4 ,,44,,319,4,"33,087",361,"1,331","119,996","11,092 "
207,Brunei ,206,,3 ,,188,,15,,468,7,"112,060","254,353","440,569 "
208,Dominica,161,, ,,153,,8,,"2,232",,"13,201","183,047","72,118 "
209,Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,465","112,908 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,036",33,"13,223","435,253","30,380 "
211,New Caledonia,121,, ,,58,,63,,421,,"27,984","97,328","287,523 "
212,Fiji,67,,2 ,,64,,1,,74,2,"36,597","40,607","901,242 "
213,Falkland Islands,54,, ,,54,,0,,"15,194",,"7,125","2,004,783","3,554 "
214,Laos,49,, ,,45,,4,,7,,"129,999","17,679","7,353,277 "
215,Macao,48,, ,,48,,0,,73,,"4,369","6,662","655,853 "
216,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,048","53,477 "
217,Greenland,31,, ,,31,,0,,545,,"20,669","363,616","56,843 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"5,126","887,927","5,773 "
220,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,824","15,102 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,436","699,226 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,100 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,485 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,388 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,504","312,407 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,912 "
